graph_id,top_node_idx,top_node_importance,target_prob_drop,control_prob_drop_mean,fidelity_score
cell_graph_0,13,0.9649938941001892,-0.0009045004844665527,0.0008390029543079436,-0.0017435034387744963
cell_graph_1,0,0.9704678654670715,-0.002769947052001953,-0.0018455703975632787,-0.0009243766544386744
cell_graph_2,17,0.9692546129226685,-0.002982020378112793,0.0036574921105057,-0.006639512488618493
cell_graph_3,4,0.9669440388679504,-0.0019176006317138672,0.002421772573143244,-0.004339373204857111
cell_graph_4,14,0.9675535559654236,0.011866331100463867,0.005202098749577999,0.006664232350885868
