patient,feature_set,seed,arm,recipient,target_donor,control_donor,target_pixel_rms,control_pixel_rms,relative_amplitude_mismatch,other_tissue_drift,control_tissue_drift,numerical_checks_pass,observed_fraction_change,predicted_fraction_change,change_absolute_error
TCGA-A2-A0CM,rgb_texture,23,control,5,40,34,0.20632153749465942,0.21227090060710907,0.028835395396390177,0.01470947265625,0.01470947265625,True,0.00023348368995357305,0.0001156926155090332,0.00011779107444453984
TCGA-A2-A0CM,rgb_texture,23,target,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,-0.013795883394777775,-0.000333249568939209,0.013462633825838566
TCGA-A2-A0CM,rgb_texture,23,control,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,0.0020771329291164875,9.959936141967773e-05,0.0019775335676968098
TCGA-A2-A0CM,rgb_texture,23,target,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,-0.012753440998494625,-0.00031107664108276367,0.012442364357411861
TCGA-A2-A0CM,rgb_texture,23,control,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,0.0031195746269077063,0.00022214651107788086,0.0028974281158298254
TCGA-A2-A0CM,rgb_texture,37,target,5,40,34,0.20632153749465942,0.21227090060710907,0.028835395396390177,0.01470947265625,0.01470947265625,True,-0.0156395323574543,-0.0010054707527160645,0.014634061604738235
TCGA-A2-A0CM,rgb_texture,37,control,5,40,34,0.20632153749465942,0.21227090060710907,0.028835395396390177,0.01470947265625,0.01470947265625,True,0.00023348368995357305,0.0015764832496643066,0.0013429995597107336
TCGA-A2-A0CM,rgb_texture,37,target,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,-0.013795883394777775,-0.001410067081451416,0.012385816313326359
TCGA-A2-A0CM,rgb_texture,37,control,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,0.0020771329291164875,0.001303553581237793,0.0007735793478786945
TCGA-A2-A0CM,rgb_texture,37,target,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,-0.012753440998494625,0.0003147125244140625,0.013068153522908688
TCGA-A2-A0CM,rgb_texture,37,control,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,0.0031195746269077063,0.002844512462615967,0.00027506216429173946
