patient,feature_set,seed,arm,recipient,target_donor,control_donor,target_pixel_rms,control_pixel_rms,relative_amplitude_mismatch,other_tissue_drift,control_tissue_drift,numerical_checks_pass,observed_fraction_change,predicted_fraction_change,change_absolute_error
TCGA-A2-A0CM,rgb,37,control,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,0.0020771329291164875,0.0013641119003295898,0.0007130210287868977
TCGA-A2-A0CM,rgb,37,target,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,-0.012753440998494625,0.0001919865608215332,0.012945427559316158
TCGA-A2-A0CM,rgb,37,control,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,0.0031195746269077063,0.002459585666656494,0.0006599889602512121
TCGA-A2-A0CM,rgb_texture,11,target,5,40,34,0.20632153749465942,0.21227090060710907,0.028835395396390177,0.01470947265625,0.01470947265625,True,-0.0156395323574543,-0.02003529667854309,0.004395764321088791
TCGA-A2-A0CM,rgb_texture,11,control,5,40,34,0.20632153749465942,0.21227090060710907,0.028835395396390177,0.01470947265625,0.01470947265625,True,0.00023348368995357305,0.0027895569801330566,0.0025560732901794836
TCGA-A2-A0CM,rgb_texture,11,target,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,-0.013795883394777775,-0.017136871814727783,0.0033409884199500084
TCGA-A2-A0CM,rgb_texture,11,control,6,40,34,0.19896455109119415,0.21173427999019623,0.06418092483795845,0.0,0.130859375,False,0.0020771329291164875,0.0034156441688537598,0.0013385112397372723
TCGA-A2-A0CM,rgb_texture,11,target,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,-0.012753440998494625,-0.0032644569873809814,0.009488984011113644
TCGA-A2-A0CM,rgb_texture,11,control,7,40,34,0.20334720611572266,0.22867080569267273,0.12453379645913941,0.0,0.196533203125,False,0.0031195746269077063,0.007672429084777832,0.004552854457870126
TCGA-A2-A0CM,rgb_texture,23,target,5,40,34,0.20632153749465942,0.21227090060710907,0.028835395396390177,0.01470947265625,0.01470947265625,True,-0.0156395323574543,-0.00032716989517211914,0.01531236246228218
