architecture,patient,factor,repeat,probability_IC_change
GATv2,101,0.95,0,0.0012059509754180908
GATv2,101,0.95,1,-0.009047716856002808
GATv2,101,0.95,2,0.0015944242477416992
GATv2,101,0.95,3,-0.008113622665405273
GATv2,101,0.95,4,-0.0030965209007263184
GATv2,101,0.95,5,0.01051795482635498
GATv2,101,0.95,6,0.010736823081970215
GATv2,101,0.95,7,-0.0042945146560668945
GATv2,101,0.95,8,0.00945591926574707
GATv2,101,0.95,9,-0.01977655291557312
GATv2,101,0.95,10,-0.009835779666900635
GATv2,101,0.95,11,0.004975080490112305
GATv2,101,0.95,12,-0.007413685321807861
GATv2,101,0.95,13,-0.006776541471481323
GATv2,101,0.95,14,0.004920154809951782
GATv2,101,0.95,15,-0.003682255744934082
GATv2,101,0.95,16,-0.016226142644882202
GATv2,101,0.95,17,0.0059570372104644775
GATv2,101,0.95,18,-0.011659711599349976
GATv2,101,0.95,19,0.019256174564361572
GATv2,101,1.05,0,0.006533265113830566
GATv2,101,1.05,1,-0.0035527944564819336
GATv2,101,1.05,2,0.006644517183303833
GATv2,101,1.05,3,-0.004402726888656616
GATv2,101,1.05,4,0.002485215663909912
GATv2,101,1.05,5,0.0019151568412780762
GATv2,101,1.05,6,-0.0007491707801818848
GATv2,101,1.05,7,-0.010022759437561035
GATv2,101,1.05,8,0.010268360376358032
GATv2,101,1.05,9,-0.013329744338989258
GATv2,101,1.05,10,-0.002930581569671631
GATv2,101,1.05,11,-0.004250943660736084
GATv2,101,1.05,12,-0.013256043195724487
GATv2,101,1.05,13,-0.002955496311187744
GATv2,101,1.05,14,-0.020155012607574463
GATv2,101,1.05,15,-0.006475538015365601
GATv2,101,1.05,16,0.008589684963226318
GATv2,101,1.05,17,-0.008847445249557495
GATv2,101,1.05,18,0.012692928314208984
GATv2,101,1.05,19,-0.01234346628189087
GATv2,102,0.95,0,-0.008013725280761719
GATv2,102,0.95,1,-0.0003682374954223633
GATv2,102,0.95,2,-0.011999428272247314
GATv2,102,0.95,3,-0.015294849872589111
GATv2,102,0.95,4,-0.01935720443725586
GATv2,102,0.95,5,-0.0006402730941772461
GATv2,102,0.95,6,0.014731228351593018
GATv2,102,0.95,7,-0.016591548919677734
GATv2,102,0.95,8,-0.003663003444671631
GATv2,102,0.95,9,-0.01377415657043457
GATv2,102,0.95,10,0.016413867473602295
GATv2,102,0.95,11,-0.0018277168273925781
GATv2,102,0.95,12,0.005805671215057373
GATv2,102,0.95,13,0.005535483360290527
GATv2,102,0.95,14,-0.0010644197463989258
GATv2,102,0.95,15,0.0023168325424194336
GATv2,102,0.95,16,0.0034621357917785645
GATv2,102,0.95,17,0.01645350456237793
GATv2,102,0.95,18,-0.011921525001525879
GATv2,102,0.95,19,-0.006466269493103027
GATv2,102,1.05,0,0.009820699691772461
GATv2,102,1.05,1,-0.01445305347442627
GATv2,102,1.05,2,-0.002131521701812744
GATv2,102,1.05,3,-0.012349426746368408
GATv2,102,1.05,4,0.004728496074676514
GATv2,102,1.05,5,0.0034024715423583984
GATv2,102,1.05,6,-0.009847879409790039
GATv2,102,1.05,7,0.0012673139572143555
GATv2,102,1.05,8,0.01177448034286499
GATv2,102,1.05,9,0.005238652229309082
GATv2,102,1.05,10,-0.00816035270690918
GATv2,102,1.05,11,-0.010141134262084961
GATv2,102,1.05,12,-0.009176790714263916
GATv2,102,1.05,13,-0.0034819841384887695
GATv2,102,1.05,14,0.01548224687576294
GATv2,102,1.05,15,0.01499021053314209
GATv2,102,1.05,16,-0.0016818046569824219
GATv2,102,1.05,17,0.003708958625793457
GATv2,102,1.05,18,0.004490971565246582
GATv2,102,1.05,19,0.007070720195770264
GATv2,106,0.95,0,-0.013611555099487305
GATv2,106,0.95,1,-0.007392406463623047
GATv2,106,0.95,2,-0.002792060375213623
GATv2,106,0.95,3,0.01567816734313965
GATv2,106,0.95,4,-0.013594627380371094
GATv2,106,0.95,5,0.013271212577819824
GATv2,106,0.95,6,-0.012846946716308594
GATv2,106,0.95,7,-0.004978597164154053
GATv2,106,0.95,8,-0.010238409042358398
GATv2,106,0.95,9,0.012424349784851074
GATv2,106,0.95,10,-5.8531761169433594e-05
GATv2,106,0.95,11,-0.0069928765296936035
GATv2,106,0.95,12,-0.010221600532531738
GATv2,106,0.95,13,0.015844404697418213
GATv2,106,0.95,14,0.002145528793334961
GATv2,106,0.95,15,0.0009329319000244141
GATv2,106,0.95,16,0.006636202335357666
GATv2,106,0.95,17,-0.0011730790138244629
GATv2,106,0.95,18,-0.009277105331420898
GATv2,106,0.95,19,0.0123671293258667
GATv2,106,1.05,0,0.0014046430587768555
GATv2,106,1.05,1,-0.020533978939056396
GATv2,106,1.05,2,-0.0027687549591064453
GATv2,106,1.05,3,0.002219557762145996
GATv2,106,1.05,4,-0.004630029201507568
GATv2,106,1.05,5,-1.1920928955078125e-07
GATv2,106,1.05,6,0.0017822980880737305
GATv2,106,1.05,7,-0.003990530967712402
GATv2,106,1.05,8,-0.007606029510498047
GATv2,106,1.05,9,0.00999140739440918
GATv2,106,1.05,10,0.002831757068634033
GATv2,106,1.05,11,-0.013874173164367676
GATv2,106,1.05,12,0.007323801517486572
GATv2,106,1.05,13,-0.01388925313949585
GATv2,106,1.05,14,-0.011667072772979736
GATv2,106,1.05,15,-0.0043184757232666016
GATv2,106,1.05,16,-0.0040934085845947266
GATv2,106,1.05,17,0.0012766718864440918
GATv2,106,1.05,18,-0.007134437561035156
GATv2,106,1.05,19,0.011876106262207031
GATv2,118,0.95,0,0.005075037479400635
GATv2,118,0.95,1,-0.00805598497390747
GATv2,118,0.95,2,-0.005504131317138672
GATv2,118,0.95,3,0.006476759910583496
GATv2,118,0.95,4,-0.00587993860244751
GATv2,118,0.95,5,-0.005568563938140869
GATv2,118,0.95,6,-0.004046797752380371
GATv2,118,0.95,7,-0.012538433074951172
GATv2,118,0.95,8,0.009131073951721191
GATv2,118,0.95,9,0.007873296737670898
GATv2,118,0.95,10,-0.00387728214263916
GATv2,118,0.95,11,-0.00025844573974609375
GATv2,118,0.95,12,-0.004429936408996582
GATv2,118,0.95,13,0.011169791221618652
GATv2,118,0.95,14,0.014327287673950195
GATv2,118,0.95,15,0.01249915361404419
GATv2,118,0.95,16,0.0024734139442443848
GATv2,118,0.95,17,-0.0046689510345458984
GATv2,118,0.95,18,-0.00865781307220459
GATv2,118,0.95,19,0.0003872513771057129
GATv2,118,1.05,0,0.008693337440490723
GATv2,118,1.05,1,-0.00885087251663208
GATv2,118,1.05,2,-0.0017071366310119629
GATv2,118,1.05,3,-0.0034848451614379883
GATv2,118,1.05,4,0.012432694435119629
GATv2,118,1.05,5,0.003598153591156006
GATv2,118,1.05,6,-0.005613446235656738
GATv2,118,1.05,7,-0.011397600173950195
GATv2,118,1.05,8,0.004382610321044922
GATv2,118,1.05,9,-0.0055397748947143555
GATv2,118,1.05,10,0.005825936794281006
GATv2,118,1.05,11,-0.00039201974868774414
GATv2,118,1.05,12,0.0013841986656188965
GATv2,118,1.05,13,0.0059577226638793945
GATv2,118,1.05,14,-0.009490132331848145
GATv2,118,1.05,15,0.008122742176055908
GATv2,118,1.05,16,0.010862171649932861
GATv2,118,1.05,17,0.006498992443084717
GATv2,118,1.05,18,0.008672535419464111
GATv2,118,1.05,19,-0.010064423084259033
GATv2,120,0.95,0,0.015831321477890015
GATv2,120,0.95,1,-0.00284653902053833
GATv2,120,0.95,2,-0.015554666519165039
GATv2,120,0.95,3,-0.00019419193267822266
GATv2,120,0.95,4,0.018612384796142578
GATv2,120,0.95,5,0.004015982151031494
GATv2,120,0.95,6,0.011830061674118042
GATv2,120,0.95,7,-0.006886780261993408
GATv2,120,0.95,8,0.005592048168182373
GATv2,120,0.95,9,0.005046069622039795
GATv2,120,0.95,10,-0.020804792642593384
GATv2,120,0.95,11,-0.005239129066467285
GATv2,120,0.95,12,0.005113571882247925
GATv2,120,0.95,13,-0.00837281346321106
GATv2,120,0.95,14,0.010054826736450195
GATv2,120,0.95,15,0.012489259243011475
GATv2,120,0.95,16,-0.01768815517425537
GATv2,120,0.95,17,0.0017807483673095703
GATv2,120,0.95,18,-0.011254101991653442
GATv2,120,0.95,19,0.002389758825302124
GATv2,120,1.05,0,-0.025718599557876587
GATv2,120,1.05,1,-0.01886811852455139
GATv2,120,1.05,2,0.0034332275390625
GATv2,120,1.05,3,-0.00933295488357544
GATv2,120,1.05,4,0.005678415298461914
GATv2,120,1.05,5,0.004887282848358154
GATv2,120,1.05,6,0.014040827751159668
GATv2,120,1.05,7,-0.007194101810455322
GATv2,120,1.05,8,-0.0035281479358673096
GATv2,120,1.05,9,-0.011429131031036377
GATv2,120,1.05,10,-0.0010454952716827393
GATv2,120,1.05,11,-0.0193178653717041
GATv2,120,1.05,12,0.0033530592918395996
GATv2,120,1.05,13,-0.0027382969856262207
GATv2,120,1.05,14,0.009388923645019531
GATv2,120,1.05,15,0.008246839046478271
GATv2,120,1.05,16,0.00409698486328125
GATv2,120,1.05,17,-0.0023446083068847656
GATv2,120,1.05,18,-0.007818520069122314
GATv2,120,1.05,19,0.014913320541381836
GATv2,124,0.95,0,0.0018681883811950684
GATv2,124,0.95,1,-0.0057981014251708984
GATv2,124,0.95,2,0.005178987979888916
GATv2,124,0.95,3,0.009538352489471436
GATv2,124,0.95,4,0.008675754070281982
GATv2,124,0.95,5,-0.003072023391723633
GATv2,124,0.95,6,0.003609776496887207
GATv2,124,0.95,7,-0.0038900375366210938
GATv2,124,0.95,8,-0.0010399818420410156
GATv2,124,0.95,9,-0.00837618112564087
GATv2,124,0.95,10,-0.0034532546997070312
GATv2,124,0.95,11,0.011323153972625732
GATv2,124,0.95,12,0.005453824996948242
GATv2,124,0.95,13,-0.0039196014404296875
GATv2,124,0.95,14,0.011459589004516602
GATv2,124,0.95,15,0.007830560207366943
GATv2,124,0.95,16,0.0025855302810668945
GATv2,124,0.95,17,-0.0023838281631469727
GATv2,124,0.95,18,0.001718759536743164
GATv2,124,0.95,19,-0.002309143543243408
GATv2,124,1.05,0,-0.011898934841156006
GATv2,124,1.05,1,-0.0065495967864990234
GATv2,124,1.05,2,0.001990973949432373
GATv2,124,1.05,3,0.002068161964416504
GATv2,124,1.05,4,0.009463071823120117
GATv2,124,1.05,5,0.000417172908782959
GATv2,124,1.05,6,0.002731919288635254
GATv2,124,1.05,7,-0.0031297802925109863
GATv2,124,1.05,8,0.016689717769622803
GATv2,124,1.05,9,-0.003947079181671143
GATv2,124,1.05,10,-0.0030738115310668945
GATv2,124,1.05,11,-0.012427687644958496
GATv2,124,1.05,12,-0.006534695625305176
GATv2,124,1.05,13,0.0016890764236450195
GATv2,124,1.05,14,-0.0009046196937561035
GATv2,124,1.05,15,0.0005666017532348633
GATv2,124,1.05,16,0.007620334625244141
GATv2,124,1.05,17,-0.012155890464782715
GATv2,124,1.05,18,0.009042203426361084
GATv2,124,1.05,19,-0.011955738067626953
GATv2,132,0.95,0,0.0019346773624420166
GATv2,132,0.95,1,-0.004956841468811035
GATv2,132,0.95,2,-0.01800006628036499
GATv2,132,0.95,3,-0.011879026889801025
GATv2,132,0.95,4,-0.016384392976760864
GATv2,132,0.95,5,0.006085902452468872
GATv2,132,0.95,6,0.018451064825057983
GATv2,132,0.95,7,0.0028175413608551025
GATv2,132,0.95,8,0.019052445888519287
GATv2,132,0.95,9,-0.011309027671813965
GATv2,132,0.95,10,0.011586666107177734
GATv2,132,0.95,11,0.005444377660751343
GATv2,132,0.95,12,0.00400996208190918
GATv2,132,0.95,13,-0.005428105592727661
GATv2,132,0.95,14,0.012240767478942871
GATv2,132,0.95,15,0.012076020240783691
GATv2,132,0.95,16,0.0025193393230438232
GATv2,132,0.95,17,-0.005605220794677734
GATv2,132,0.95,18,0.010694384574890137
GATv2,132,0.95,19,-0.006003886461257935
GATv2,132,1.05,0,0.0027733147144317627
GATv2,132,1.05,1,0.01321437954902649
GATv2,132,1.05,2,0.009392350912094116
GATv2,132,1.05,3,0.00015050172805786133
GATv2,132,1.05,4,0.008926630020141602
GATv2,132,1.05,5,0.0025319457054138184
GATv2,132,1.05,6,0.0023846030235290527
GATv2,132,1.05,7,-0.012576937675476074
GATv2,132,1.05,8,0.006807416677474976
GATv2,132,1.05,9,0.01704496145248413
GATv2,132,1.05,10,0.0034129321575164795
GATv2,132,1.05,11,-0.004305243492126465
GATv2,132,1.05,12,-0.011444807052612305
GATv2,132,1.05,13,0.004744768142700195
GATv2,132,1.05,14,0.0018444657325744629
GATv2,132,1.05,15,0.018001198768615723
GATv2,132,1.05,16,0.0065593719482421875
GATv2,132,1.05,17,0.0016041994094848633
GATv2,132,1.05,18,0.009628713130950928
GATv2,132,1.05,19,-0.009918808937072754
GATv2,144,0.95,0,-0.0025983452796936035
GATv2,144,0.95,1,0.0008718371391296387
GATv2,144,0.95,2,0.0007333159446716309
GATv2,144,0.95,3,-0.0004220008850097656
GATv2,144,0.95,4,-0.005044698715209961
GATv2,144,0.95,5,-0.003996670246124268
GATv2,144,0.95,6,-0.0032396316528320312
GATv2,144,0.95,7,0.0014114975929260254
GATv2,144,0.95,8,0.006032049655914307
GATv2,144,0.95,9,0.0037994384765625
GATv2,144,0.95,10,-0.009916722774505615
GATv2,144,0.95,11,-0.0009412765502929688
GATv2,144,0.95,12,-0.002899467945098877
GATv2,144,0.95,13,0.0003345012664794922
GATv2,144,0.95,14,-0.006039440631866455
GATv2,144,0.95,15,-0.005857706069946289
GATv2,144,0.95,16,-0.004288017749786377
GATv2,144,0.95,17,-0.00394827127456665
GATv2,144,0.95,18,-0.009288311004638672
GATv2,144,0.95,19,-0.0053598880767822266
GATv2,144,1.05,0,-0.004205644130706787
GATv2,144,1.05,1,0.0033385157585144043
GATv2,144,1.05,2,0.0006094574928283691
GATv2,144,1.05,3,0.004532039165496826
GATv2,144,1.05,4,0.004712879657745361
GATv2,144,1.05,5,0.0031755566596984863
GATv2,144,1.05,6,0.0043906569480896
GATv2,144,1.05,7,-0.0011048316955566406
GATv2,144,1.05,8,-0.005898654460906982
GATv2,144,1.05,9,-0.007646739482879639
GATv2,144,1.05,10,-0.0007254481315612793
GATv2,144,1.05,11,-0.011611640453338623
GATv2,144,1.05,12,0.0015473365783691406
GATv2,144,1.05,13,0.008223533630371094
GATv2,144,1.05,14,-0.002062857151031494
GATv2,144,1.05,15,-0.0001461505889892578
GATv2,144,1.05,16,-0.0005168914794921875
GATv2,144,1.05,17,0.00449681282043457
GATv2,144,1.05,18,0.008567750453948975
GATv2,144,1.05,19,-0.001552283763885498
GATv2,151,0.95,0,-0.011660099029541016
GATv2,151,0.95,1,0.00873100757598877
GATv2,151,0.95,2,0.00739055871963501
GATv2,151,0.95,3,0.007199347019195557
GATv2,151,0.95,4,0.010114073753356934
GATv2,151,0.95,5,0.0004023313522338867
GATv2,151,0.95,6,-0.0011620521545410156
GATv2,151,0.95,7,0.0012350678443908691
GATv2,151,0.95,8,0.014982998371124268
GATv2,151,0.95,9,0.016171932220458984
GATv2,151,0.95,10,-0.016325175762176514
GATv2,151,0.95,11,0.00014722347259521484
GATv2,151,0.95,12,-0.00628662109375
GATv2,151,0.95,13,0.0052266716957092285
GATv2,151,0.95,14,-0.0022693872451782227
GATv2,151,0.95,15,0.0015021562576293945
GATv2,151,0.95,16,-0.006249666213989258
GATv2,151,0.95,17,-0.008597612380981445
GATv2,151,0.95,18,-0.016933321952819824
GATv2,151,0.95,19,-0.001199483871459961
GATv2,151,1.05,0,-0.006345510482788086
GATv2,151,1.05,1,0.0001112222671508789
GATv2,151,1.05,2,-8.571147918701172e-05
GATv2,151,1.05,3,-0.0043201446533203125
GATv2,151,1.05,4,-0.008067011833190918
GATv2,151,1.05,5,-0.00619816780090332
GATv2,151,1.05,6,0.004315733909606934
GATv2,151,1.05,7,-0.009423255920410156
GATv2,151,1.05,8,-0.004396915435791016
GATv2,151,1.05,9,-0.010986328125
GATv2,151,1.05,10,-0.004588961601257324
GATv2,151,1.05,11,-0.012095451354980469
GATv2,151,1.05,12,0.003379344940185547
GATv2,151,1.05,13,0.003972887992858887
GATv2,151,1.05,14,0.008048832416534424
GATv2,151,1.05,15,-0.013866603374481201
GATv2,151,1.05,16,-0.0036635398864746094
GATv2,151,1.05,17,0.01199948787689209
GATv2,151,1.05,18,0.00214231014251709
GATv2,151,1.05,19,-0.009361743927001953
GATv2,156,0.95,0,0.01653367280960083
GATv2,156,0.95,1,0.0037755966186523438
GATv2,156,0.95,2,0.0011237263679504395
GATv2,156,0.95,3,-0.007839798927307129
GATv2,156,0.95,4,-0.0033996105194091797
GATv2,156,0.95,5,0.009144783020019531
GATv2,156,0.95,6,-0.0006701350212097168
GATv2,156,0.95,7,-0.002497076988220215
GATv2,156,0.95,8,0.008056461811065674
GATv2,156,0.95,9,0.003143787384033203
GATv2,156,0.95,10,-0.0062198638916015625
GATv2,156,0.95,11,-0.0021302103996276855
GATv2,156,0.95,12,-0.019213616847991943
GATv2,156,0.95,13,-0.008980631828308105
GATv2,156,0.95,14,0.009606719017028809
GATv2,156,0.95,15,0.014180302619934082
GATv2,156,0.95,16,-0.007623791694641113
GATv2,156,0.95,17,0.0004636049270629883
GATv2,156,0.95,18,0.006875336170196533
GATv2,156,0.95,19,-0.004640758037567139
GATv2,156,1.05,0,0.012856006622314453
GATv2,156,1.05,1,0.005390942096710205
GATv2,156,1.05,2,0.002286553382873535
GATv2,156,1.05,3,0.0059812068939208984
GATv2,156,1.05,4,0.015848517417907715
GATv2,156,1.05,5,-0.00938504934310913
GATv2,156,1.05,6,0.006726622581481934
GATv2,156,1.05,7,-0.009788215160369873
GATv2,156,1.05,8,0.004553079605102539
GATv2,156,1.05,9,-0.003588080406188965
GATv2,156,1.05,10,-0.0038412809371948242
GATv2,156,1.05,11,0.0031948089599609375
GATv2,156,1.05,12,-0.020069122314453125
GATv2,156,1.05,13,-0.008475780487060547
GATv2,156,1.05,14,-0.011973023414611816
GATv2,156,1.05,15,-0.002032160758972168
GATv2,156,1.05,16,-0.004156053066253662
GATv2,156,1.05,17,0.0012543797492980957
GATv2,156,1.05,18,0.0097426176071167
GATv2,156,1.05,19,0.0020432472229003906
GATv2,162,0.95,0,-0.006417691707611084
GATv2,162,0.95,1,-0.015176832675933838
GATv2,162,0.95,2,-0.01805776357650757
GATv2,162,0.95,3,-0.0050081610679626465
GATv2,162,0.95,4,-0.007709681987762451
GATv2,162,0.95,5,-0.028535902500152588
GATv2,162,0.95,6,-0.009519517421722412
GATv2,162,0.95,7,0.002887248992919922
GATv2,162,0.95,8,-0.020497500896453857
GATv2,162,0.95,9,-0.002832472324371338
GATv2,162,0.95,10,-0.01779317855834961
GATv2,162,0.95,11,-0.009668886661529541
GATv2,162,0.95,12,0.02411442995071411
GATv2,162,0.95,13,0.00905299186706543
GATv2,162,0.95,14,-0.010633409023284912
GATv2,162,0.95,15,-0.018770456314086914
GATv2,162,0.95,16,-0.00919198989868164
GATv2,162,0.95,17,0.0029633641242980957
GATv2,162,0.95,18,0.009990215301513672
GATv2,162,0.95,19,0.014178335666656494
GATv2,162,1.05,0,-0.004045307636260986
GATv2,162,1.05,1,0.020214498043060303
GATv2,162,1.05,2,-0.00785595178604126
GATv2,162,1.05,3,-0.010357081890106201
GATv2,162,1.05,4,0.015852272510528564
GATv2,162,1.05,5,-0.0017709136009216309
GATv2,162,1.05,6,0.010319650173187256
GATv2,162,1.05,7,9.006261825561523e-05
GATv2,162,1.05,8,-0.013279497623443604
GATv2,162,1.05,9,0.009834110736846924
GATv2,162,1.05,10,0.005765199661254883
GATv2,162,1.05,11,0.0023736953735351562
GATv2,162,1.05,12,-0.01024317741394043
GATv2,162,1.05,13,0.014687597751617432
GATv2,162,1.05,14,-0.0035161972045898438
GATv2,162,1.05,15,-0.008013308048248291
GATv2,162,1.05,16,-0.005588829517364502
GATv2,162,1.05,17,-0.007730007171630859
GATv2,162,1.05,18,-0.01775836944580078
GATv2,162,1.05,19,-0.01701730489730835
GATv2,178,0.95,0,-0.005685135722160339
GATv2,178,0.95,1,-0.0021716952323913574
GATv2,178,0.95,2,-0.006701603531837463
GATv2,178,0.95,3,-0.007096007466316223
GATv2,178,0.95,4,0.00989001989364624
GATv2,178,0.95,5,-0.0038094818592071533
GATv2,178,0.95,6,-0.0023314058780670166
GATv2,178,0.95,7,-0.007166340947151184
GATv2,178,0.95,8,0.003249436616897583
GATv2,178,0.95,9,0.00463065505027771
GATv2,178,0.95,10,-0.0003044009208679199
GATv2,178,0.95,11,-0.0008824467658996582
GATv2,178,0.95,12,-0.0038376152515411377
GATv2,178,0.95,13,-0.008616194128990173
GATv2,178,0.95,14,-0.005912169814109802
GATv2,178,0.95,15,-0.004813387989997864
GATv2,178,0.95,16,-0.001021653413772583
GATv2,178,0.95,17,0.016949087381362915
GATv2,178,0.95,18,-0.002222508192062378
GATv2,178,0.95,19,0.0009412467479705811
GATv2,178,1.05,0,0.006955862045288086
GATv2,178,1.05,1,0.014415919780731201
GATv2,178,1.05,2,0.0006025135517120361
GATv2,178,1.05,3,0.02015787363052368
GATv2,178,1.05,4,0.0012894868850708008
GATv2,178,1.05,5,0.0006912350654602051
GATv2,178,1.05,6,-0.002614259719848633
GATv2,178,1.05,7,0.004576921463012695
GATv2,178,1.05,8,-0.0015559792518615723
GATv2,178,1.05,9,0.0064186155796051025
GATv2,178,1.05,10,0.004878878593444824
GATv2,178,1.05,11,0.0013087689876556396
GATv2,178,1.05,12,-0.00039204955101013184
GATv2,178,1.05,13,0.01698058843612671
GATv2,178,1.05,14,-0.016984090209007263
GATv2,178,1.05,15,0.008579730987548828
GATv2,178,1.05,16,-0.0038099586963653564
GATv2,178,1.05,17,-0.011351138353347778
GATv2,178,1.05,18,0.01077491044998169
GATv2,178,1.05,19,-0.008380129933357239
GATv2,179,0.95,0,-5.054473876953125e-05
GATv2,179,0.95,1,-0.000405728816986084
GATv2,179,0.95,2,0.0009055137634277344
GATv2,179,0.95,3,-0.0017603635787963867
GATv2,179,0.95,4,-0.005036711692810059
GATv2,179,0.95,5,0.008764564990997314
GATv2,179,0.95,6,-0.012133121490478516
GATv2,179,0.95,7,-0.007508754730224609
GATv2,179,0.95,8,-0.004805564880371094
GATv2,179,0.95,9,-0.0006811022758483887
GATv2,179,0.95,10,0.006340622901916504
GATv2,179,0.95,11,-0.004741549491882324
GATv2,179,0.95,12,-0.003410935401916504
GATv2,179,0.95,13,-0.0030385255813598633
GATv2,179,0.95,14,-0.004762709140777588
GATv2,179,0.95,15,0.0009496212005615234
GATv2,179,0.95,16,0.008044719696044922
GATv2,179,0.95,17,0.007597208023071289
GATv2,179,0.95,18,0.0047776103019714355
GATv2,179,0.95,19,0.0016938447952270508
GATv2,179,1.05,0,-0.007753133773803711
GATv2,179,1.05,1,0.00041043758392333984
GATv2,179,1.05,2,0.0019026398658752441
GATv2,179,1.05,3,0.003555893898010254
GATv2,179,1.05,4,0.0045201778411865234
GATv2,179,1.05,5,0.00108414888381958
GATv2,179,1.05,6,0.006485342979431152
GATv2,179,1.05,7,0.004096508026123047
GATv2,179,1.05,8,-0.0009639263153076172
GATv2,179,1.05,9,0.0015336275100708008
GATv2,179,1.05,10,-0.004171907901763916
GATv2,179,1.05,11,0.004134714603424072
GATv2,179,1.05,12,-0.004030823707580566
GATv2,179,1.05,13,0.00014662742614746094
GATv2,179,1.05,14,-0.0038515329360961914
GATv2,179,1.05,15,0.001348733901977539
GATv2,179,1.05,16,0.0025280117988586426
GATv2,179,1.05,17,0.008837580680847168
GATv2,179,1.05,18,-0.004138529300689697
GATv2,179,1.05,19,0.005235552787780762
GATv2,22,0.95,0,-0.0023291409015655518
GATv2,22,0.95,1,0.0066072046756744385
GATv2,22,0.95,2,0.00452086329460144
GATv2,22,0.95,3,-6.225705146789551e-05
GATv2,22,0.95,4,-0.008369892835617065
GATv2,22,0.95,5,0.0004920065402984619
GATv2,22,0.95,6,0.011565804481506348
GATv2,22,0.95,7,0.011497527360916138
GATv2,22,0.95,8,-0.020384520292282104
GATv2,22,0.95,9,0.01328471302986145
GATv2,22,0.95,10,0.007729768753051758
GATv2,22,0.95,11,-0.011277168989181519
GATv2,22,0.95,12,-0.00038745999336242676
GATv2,22,0.95,13,0.0079118013381958
GATv2,22,0.95,14,-0.008063524961471558
GATv2,22,0.95,15,-0.0049659013748168945
GATv2,22,0.95,16,0.006965667009353638
GATv2,22,0.95,17,-0.009599089622497559
GATv2,22,0.95,18,0.02470359206199646
GATv2,22,0.95,19,0.009670287370681763
GATv2,22,1.05,0,0.004410356283187866
GATv2,22,1.05,1,-0.015156149864196777
GATv2,22,1.05,2,0.00860258936882019
GATv2,22,1.05,3,0.010019093751907349
GATv2,22,1.05,4,0.00446203351020813
GATv2,22,1.05,5,0.00840914249420166
GATv2,22,1.05,6,0.004979163408279419
GATv2,22,1.05,7,-0.014838725328445435
GATv2,22,1.05,8,0.0113450288772583
GATv2,22,1.05,9,0.0005354583263397217
GATv2,22,1.05,10,-0.025459975004196167
GATv2,22,1.05,11,0.007763862609863281
GATv2,22,1.05,12,0.016712546348571777
GATv2,22,1.05,13,-0.005611777305603027
GATv2,22,1.05,14,0.0028317272663116455
GATv2,22,1.05,15,0.009274214506149292
GATv2,22,1.05,16,0.0031931400299072266
GATv2,22,1.05,17,0.013435393571853638
GATv2,22,1.05,18,-0.003980278968811035
GATv2,22,1.05,19,-0.0059461891651153564
GATv2,33,0.95,0,0.009125620126724243
GATv2,33,0.95,1,-0.017149627208709717
GATv2,33,0.95,2,0.009331107139587402
GATv2,33,0.95,3,-0.002142608165740967
GATv2,33,0.95,4,-0.02182483673095703
GATv2,33,0.95,5,-0.002000749111175537
GATv2,33,0.95,6,0.0014295578002929688
GATv2,33,0.95,7,0.0025137662887573242
GATv2,33,0.95,8,0.015835583209991455
GATv2,33,0.95,9,0.007151544094085693
GATv2,33,0.95,10,0.003992855548858643
GATv2,33,0.95,11,0.007928639650344849
GATv2,33,0.95,12,-0.002605259418487549
GATv2,33,0.95,13,-0.01369255781173706
GATv2,33,0.95,14,-0.01827070116996765
GATv2,33,0.95,15,-0.00012192130088806152
GATv2,33,0.95,16,-0.009216099977493286
GATv2,33,0.95,17,0.0018129348754882812
GATv2,33,0.95,18,0.0008191466331481934
GATv2,33,0.95,19,0.015228867530822754
GATv2,33,1.05,0,0.018453121185302734
GATv2,33,1.05,1,0.008863449096679688
GATv2,33,1.05,2,-0.011130094528198242
GATv2,33,1.05,3,-0.008366435766220093
GATv2,33,1.05,4,0.013382017612457275
GATv2,33,1.05,5,0.008250117301940918
GATv2,33,1.05,6,0.006379127502441406
GATv2,33,1.05,7,0.004073888063430786
GATv2,33,1.05,8,0.012711554765701294
GATv2,33,1.05,9,0.001150965690612793
GATv2,33,1.05,10,-0.009082496166229248
GATv2,33,1.05,11,-0.008641958236694336
GATv2,33,1.05,12,0.002042114734649658
GATv2,33,1.05,13,-0.0036296546459198
GATv2,33,1.05,14,0.006882578134536743
GATv2,33,1.05,15,0.005273997783660889
GATv2,33,1.05,16,-0.005975902080535889
GATv2,33,1.05,17,-0.009297370910644531
GATv2,33,1.05,18,0.011752992868423462
GATv2,33,1.05,19,-0.008458495140075684
GATv2,54,0.95,0,0.009419500827789307
GATv2,54,0.95,1,-0.002138972282409668
GATv2,54,0.95,2,-0.010271608829498291
GATv2,54,0.95,3,0.01211521029472351
GATv2,54,0.95,4,0.006908893585205078
GATv2,54,0.95,5,-0.008549034595489502
GATv2,54,0.95,6,0.018758267164230347
GATv2,54,0.95,7,0.005095124244689941
GATv2,54,0.95,8,-0.0032202601432800293
GATv2,54,0.95,9,0.009123504161834717
GATv2,54,0.95,10,-0.01103055477142334
GATv2,54,0.95,11,0.015851348638534546
GATv2,54,0.95,12,0.01749974489212036
