architecture,patient,seed,fraction,method,repeat,predicted_class_probability_drop
GCN,54,23,0.1,random,4,0.01558375358581543
GCN,54,23,0.1,random,5,0.0036353766918182373
GCN,54,23,0.1,random,6,0.002752840518951416
GCN,54,23,0.1,random,7,-0.010589778423309326
GCN,54,23,0.1,random,8,-0.004204213619232178
GCN,54,23,0.1,random,9,0.009032130241394043
GCN,54,23,0.1,random,10,0.008082002401351929
GCN,54,23,0.1,random,11,0.0034908056259155273
GCN,54,23,0.1,random,12,0.005126595497131348
GCN,54,23,0.1,random,13,0.011073172092437744
GCN,54,23,0.1,random,14,0.005327582359313965
GCN,54,23,0.1,random,15,0.012535780668258667
GCN,54,23,0.1,random,16,0.00942075252532959
GCN,54,23,0.1,random,17,0.007152646780014038
GCN,54,23,0.1,random,18,-0.008029520511627197
GCN,54,23,0.1,random,19,0.0003406703472137451
GCN,54,23,0.2,gnnexplainer,-1,0.0032172799110412598
GCN,54,23,0.2,random,0,0.012759417295455933
GCN,54,23,0.2,random,1,0.02576872706413269
GCN,54,23,0.2,random,2,0.025543659925460815
GCN,54,23,0.2,random,3,-0.01552659273147583
GCN,54,23,0.2,random,4,0.013291090726852417
GCN,54,23,0.2,random,5,0.016606450080871582
GCN,54,23,0.2,random,6,-0.001163184642791748
GCN,54,23,0.2,random,7,-0.001880347728729248
GCN,54,23,0.2,random,8,0.008547753095626831
GCN,54,23,0.2,random,9,0.0023933053016662598
GCN,54,23,0.2,random,10,-0.004476457834243774
GCN,54,23,0.2,random,11,0.01597997546195984
GCN,54,23,0.2,random,12,-0.0017125904560089111
GCN,54,23,0.2,random,13,0.014563500881195068
GCN,54,23,0.2,random,14,0.019306600093841553
GCN,54,23,0.2,random,15,-0.006218671798706055
GCN,54,23,0.2,random,16,-0.005240678787231445
GCN,54,23,0.2,random,17,-0.0006271600723266602
GCN,54,23,0.2,random,18,0.02013203501701355
GCN,54,23,0.2,random,19,0.006956934928894043
GCN,54,37,0.05,gnnexplainer,-1,0.020045846700668335
GCN,54,37,0.05,random,0,0.01758342981338501
GCN,54,37,0.05,random,1,0.014501452445983887
GCN,54,37,0.05,random,2,0.022908568382263184
GCN,54,37,0.05,random,3,0.001271963119506836
GCN,54,37,0.05,random,4,0.019895553588867188
GCN,54,37,0.05,random,5,0.008509039878845215
GCN,54,37,0.05,random,6,0.009528368711471558
GCN,54,37,0.05,random,7,0.00330314040184021
GCN,54,37,0.05,random,8,0.003952324390411377
GCN,54,37,0.05,random,9,-0.0008530616760253906
GCN,54,37,0.05,random,10,0.0017708241939544678
GCN,54,37,0.05,random,11,0.0024968385696411133
GCN,54,37,0.05,random,12,0.004091143608093262
GCN,54,37,0.05,random,13,0.009798765182495117
GCN,54,37,0.05,random,14,-0.0024203360080718994
GCN,54,37,0.05,random,15,0.011383771896362305
GCN,54,37,0.05,random,16,0.017300009727478027
GCN,54,37,0.05,random,17,-0.0031227469444274902
GCN,54,37,0.05,random,18,0.00013136863708496094
GCN,54,37,0.05,random,19,0.0023460090160369873
GCN,54,37,0.1,gnnexplainer,-1,0.018866658210754395
GCN,54,37,0.1,random,0,0.01028558611869812
GCN,54,37,0.1,random,1,-0.008280456066131592
GCN,54,37,0.1,random,2,0.00487971305847168
GCN,54,37,0.1,random,3,0.012247174978256226
GCN,54,37,0.1,random,4,0.006214499473571777
GCN,54,37,0.1,random,5,-0.0003414452075958252
GCN,54,37,0.1,random,6,0.020726263523101807
GCN,54,37,0.1,random,7,-0.004202038049697876
GCN,54,37,0.1,random,8,0.007553547620773315
GCN,54,37,0.1,random,9,0.02838343381881714
GCN,54,37,0.1,random,10,0.01130494475364685
GCN,54,37,0.1,random,11,0.004433363676071167
GCN,54,37,0.1,random,12,0.019713610410690308
GCN,54,37,0.1,random,13,0.00933811068534851
GCN,54,37,0.1,random,14,0.02241724729537964
GCN,54,37,0.1,random,15,0.0014787614345550537
GCN,54,37,0.1,random,16,0.0017174482345581055
GCN,54,37,0.1,random,17,0.004409670829772949
GCN,54,37,0.1,random,18,0.023098111152648926
GCN,54,37,0.1,random,19,-0.005123645067214966
GCN,54,37,0.2,gnnexplainer,-1,0.03972822427749634
GCN,54,37,0.2,random,0,0.03170877695083618
GCN,54,37,0.2,random,1,0.013713330030441284
GCN,54,37,0.2,random,2,0.018779754638671875
GCN,54,37,0.2,random,3,0.0029683709144592285
GCN,54,37,0.2,random,4,0.006758332252502441
GCN,54,37,0.2,random,5,0.014858216047286987
GCN,54,37,0.2,random,6,0.0038559436798095703
GCN,54,37,0.2,random,7,0.015827029943466187
GCN,54,37,0.2,random,8,0.01987510919570923
GCN,54,37,0.2,random,9,0.005494356155395508
GCN,54,37,0.2,random,10,0.01124882698059082
GCN,54,37,0.2,random,11,0.004016757011413574
GCN,54,37,0.2,random,12,0.01236635446548462
GCN,54,37,0.2,random,13,0.014635264873504639
GCN,54,37,0.2,random,14,0.01279708743095398
GCN,54,37,0.2,random,15,0.004008650779724121
GCN,54,37,0.2,random,16,0.0033829808235168457
GCN,54,37,0.2,random,17,0.007324814796447754
GCN,54,37,0.2,random,18,0.0024184882640838623
GCN,54,37,0.2,random,19,0.04279419779777527
GCN,56,11,0.05,gnnexplainer,-1,0.008824586868286133
GCN,56,11,0.05,random,0,0.009815007448196411
GCN,56,11,0.05,random,1,0.00526583194732666
GCN,56,11,0.05,random,2,0.01113322377204895
GCN,56,11,0.05,random,3,0.007917419075965881
GCN,56,11,0.05,random,4,0.009750932455062866
GCN,56,11,0.05,random,5,0.005098134279251099
GCN,56,11,0.05,random,6,0.008906319737434387
GCN,56,11,0.05,random,7,0.007621884346008301
GCN,56,11,0.05,random,8,0.00593915581703186
GCN,56,11,0.05,random,9,0.008085370063781738
GCN,56,11,0.05,random,10,0.010079175233840942
GCN,56,11,0.05,random,11,0.00871226191520691
GCN,56,11,0.05,random,12,0.009073927998542786
GCN,56,11,0.05,random,13,0.00787690281867981
GCN,56,11,0.05,random,14,0.00797465443611145
GCN,56,11,0.05,random,15,0.007721245288848877
GCN,56,11,0.05,random,16,0.00651039183139801
GCN,56,11,0.05,random,17,0.007706359028816223
GCN,56,11,0.05,random,18,0.008687734603881836
GCN,56,11,0.05,random,19,0.00457349419593811
GCN,56,11,0.1,gnnexplainer,-1,0.015847861766815186
GCN,56,11,0.1,random,0,0.014886975288391113
GCN,56,11,0.1,random,1,0.015336096286773682
GCN,56,11,0.1,random,2,0.013844072818756104
GCN,56,11,0.1,random,3,0.014942675828933716
GCN,56,11,0.1,random,4,0.019060805439949036
GCN,56,11,0.1,random,5,0.01005256175994873
GCN,56,11,0.1,random,6,0.012376144528388977
GCN,56,11,0.1,random,7,0.011565864086151123
GCN,56,11,0.1,random,8,0.013540223240852356
GCN,56,11,0.1,random,9,0.013302803039550781
GCN,56,11,0.1,random,10,0.015459537506103516
GCN,56,11,0.1,random,11,0.011078909039497375
GCN,56,11,0.1,random,12,0.00946497917175293
GCN,56,11,0.1,random,13,0.01784016191959381
GCN,56,11,0.1,random,14,0.015427425503730774
GCN,56,11,0.1,random,15,0.014301612973213196
GCN,56,11,0.1,random,16,0.012381941080093384
GCN,56,11,0.1,random,17,0.012114167213439941
GCN,56,11,0.1,random,18,0.01118171215057373
GCN,56,11,0.1,random,19,0.013796478509902954
GCN,56,11,0.2,gnnexplainer,-1,0.027512788772583008
GCN,56,11,0.2,random,0,0.027321413159370422
GCN,56,11,0.2,random,1,0.029321089386940002
GCN,56,11,0.2,random,2,0.026059329509735107
GCN,56,11,0.2,random,3,0.03125131130218506
GCN,56,11,0.2,random,4,0.022500231862068176
GCN,56,11,0.2,random,5,0.029694154858589172
GCN,56,11,0.2,random,6,0.03136849403381348
GCN,56,11,0.2,random,7,0.03671100735664368
GCN,56,11,0.2,random,8,0.029526129364967346
GCN,56,11,0.2,random,9,0.03213334083557129
GCN,56,11,0.2,random,10,0.029798805713653564
GCN,56,11,0.2,random,11,0.02708202600479126
GCN,56,11,0.2,random,12,0.03161606192588806
GCN,56,11,0.2,random,13,0.03680765628814697
GCN,56,11,0.2,random,14,0.03181071579456329
GCN,56,11,0.2,random,15,0.02964361011981964
GCN,56,11,0.2,random,16,0.032849520444869995
GCN,56,11,0.2,random,17,0.02673967182636261
GCN,56,11,0.2,random,18,0.02685101330280304
GCN,56,11,0.2,random,19,0.031897664070129395
GCN,56,23,0.05,gnnexplainer,-1,0.009366095066070557
GCN,56,23,0.05,random,0,0.009830385446548462
GCN,56,23,0.05,random,1,0.007215768098831177
GCN,56,23,0.05,random,2,0.001804947853088379
GCN,56,23,0.05,random,3,0.006017044186592102
GCN,56,23,0.05,random,4,0.008153915405273438
GCN,56,23,0.05,random,5,0.006423830986022949
GCN,56,23,0.05,random,6,0.007435411214828491
GCN,56,23,0.05,random,7,0.0052322447299957275
GCN,56,23,0.05,random,8,0.00901031494140625
GCN,56,23,0.05,random,9,0.008294254541397095
GCN,56,23,0.05,random,10,0.008553147315979004
GCN,56,23,0.05,random,11,0.00675220787525177
GCN,56,23,0.05,random,12,0.0064418017864227295
GCN,56,23,0.05,random,13,0.006031394004821777
GCN,56,23,0.05,random,14,0.005474686622619629
GCN,56,23,0.05,random,15,0.007538437843322754
GCN,56,23,0.05,random,16,0.008858144283294678
GCN,56,23,0.05,random,17,0.009446769952774048
GCN,56,23,0.05,random,18,0.005643516778945923
GCN,56,23,0.05,random,19,0.008225947618484497
GCN,56,23,0.1,gnnexplainer,-1,0.01963627338409424
GCN,56,23,0.1,random,0,0.016790390014648438
GCN,56,23,0.1,random,1,0.011371582746505737
GCN,56,23,0.1,random,2,0.01813998818397522
GCN,56,23,0.1,random,3,0.015816882252693176
GCN,56,23,0.1,random,4,0.013661116361618042
GCN,56,23,0.1,random,5,0.014686524868011475
GCN,56,23,0.1,random,6,0.014395833015441895
GCN,56,23,0.1,random,7,0.014126509428024292
GCN,56,23,0.1,random,8,0.010401785373687744
GCN,56,23,0.1,random,9,0.013216614723205566
GCN,56,23,0.1,random,10,0.014597773551940918
GCN,56,23,0.1,random,11,0.012724757194519043
GCN,56,23,0.1,random,12,0.012565568089485168
GCN,56,23,0.1,random,13,0.014376550912857056
GCN,56,23,0.1,random,14,0.016183853149414062
GCN,56,23,0.1,random,15,0.011819899082183838
GCN,56,23,0.1,random,16,0.013778150081634521
GCN,56,23,0.1,random,17,0.012119606137275696
GCN,56,23,0.1,random,18,0.014811187982559204
GCN,56,23,0.1,random,19,0.015568375587463379
GCN,56,23,0.2,gnnexplainer,-1,0.03342545032501221
GCN,56,23,0.2,random,0,0.030209973454475403
GCN,56,23,0.2,random,1,0.039935722947120667
GCN,56,23,0.2,random,2,0.029053449630737305
GCN,56,23,0.2,random,3,0.033822089433670044
GCN,56,23,0.2,random,4,0.03365477919578552
GCN,56,23,0.2,random,5,0.03050704300403595
GCN,56,23,0.2,random,6,0.03446328639984131
GCN,56,23,0.2,random,7,0.027301549911499023
GCN,56,23,0.2,random,8,0.02748692035675049
GCN,56,23,0.2,random,9,0.026804029941558838
GCN,56,23,0.2,random,10,0.035389214754104614
GCN,56,23,0.2,random,11,0.02734866738319397
GCN,56,23,0.2,random,12,0.03297370672225952
GCN,56,23,0.2,random,13,0.027372151613235474
GCN,56,23,0.2,random,14,0.030903637409210205
GCN,56,23,0.2,random,15,0.03212428092956543
GCN,56,23,0.2,random,16,0.029577627778053284
GCN,56,23,0.2,random,17,0.029005005955696106
GCN,56,23,0.2,random,18,0.02501697838306427
GCN,56,23,0.2,random,19,0.028136923909187317
GCN,56,37,0.05,gnnexplainer,-1,0.005246102809906006
GCN,56,37,0.05,random,0,0.004093676805496216
GCN,56,37,0.05,random,1,0.0066390931606292725
GCN,56,37,0.05,random,2,0.00386221706867218
GCN,56,37,0.05,random,3,0.006670176982879639
GCN,56,37,0.05,random,4,0.007698327302932739
GCN,56,37,0.05,random,5,0.008113056421279907
GCN,56,37,0.05,random,6,0.010357573628425598
GCN,56,37,0.05,random,7,0.00739935040473938
GCN,56,37,0.05,random,8,0.006873369216918945
GCN,56,37,0.05,random,9,0.008380800485610962
GCN,56,37,0.05,random,10,0.007313728332519531
GCN,56,37,0.05,random,11,0.009174644947052002
GCN,56,37,0.05,random,12,0.009027436375617981
GCN,56,37,0.05,random,13,0.006424322724342346
GCN,56,37,0.05,random,14,0.006471768021583557
GCN,56,37,0.05,random,15,0.007991626858711243
GCN,56,37,0.05,random,16,0.004148423671722412
GCN,56,37,0.05,random,17,0.007689952850341797
GCN,56,37,0.05,random,18,0.011416226625442505
GCN,56,37,0.05,random,19,0.004644155502319336
GCN,56,37,0.1,gnnexplainer,-1,0.014040708541870117
GCN,56,37,0.1,random,0,0.015084296464920044
GCN,56,37,0.1,random,1,0.011517226696014404
GCN,56,37,0.1,random,2,0.010013490915298462
GCN,56,37,0.1,random,3,0.01886788010597229
GCN,56,37,0.1,random,4,0.01592893898487091
GCN,56,37,0.1,random,5,0.013859391212463379
GCN,56,37,0.1,random,6,0.01670391857624054
GCN,56,37,0.1,random,7,0.01594632863998413
GCN,56,37,0.1,random,8,0.012193858623504639
GCN,56,37,0.1,random,9,0.011151939630508423
GCN,56,37,0.1,random,10,0.015841633081436157
GCN,56,37,0.1,random,11,0.012286141514778137
GCN,56,37,0.1,random,12,0.012692049145698547
GCN,56,37,0.1,random,13,0.011752516031265259
GCN,56,37,0.1,random,14,0.013183489441871643
GCN,56,37,0.1,random,15,0.013695389032363892
GCN,56,37,0.1,random,16,0.012803196907043457
GCN,56,37,0.1,random,17,0.015614822506904602
GCN,56,37,0.1,random,18,0.010938599705696106
GCN,56,37,0.1,random,19,0.014569476246833801
GCN,56,37,0.2,gnnexplainer,-1,0.03240206837654114
GCN,56,37,0.2,random,0,0.026660576462745667
GCN,56,37,0.2,random,1,0.027808621525764465
GCN,56,37,0.2,random,2,0.035163164138793945
GCN,56,37,0.2,random,3,0.02794232964515686
GCN,56,37,0.2,random,4,0.0287325382232666
GCN,56,37,0.2,random,5,0.033603861927986145
GCN,56,37,0.2,random,6,0.030613973736763
GCN,56,37,0.2,random,7,0.032307058572769165
GCN,56,37,0.2,random,8,0.0371551513671875
GCN,56,37,0.2,random,9,0.03133614361286163
GCN,56,37,0.2,random,10,0.03446686267852783
GCN,56,37,0.2,random,11,0.025088876485824585
GCN,56,37,0.2,random,12,0.026496440172195435
GCN,56,37,0.2,random,13,0.026333406567573547
GCN,56,37,0.2,random,14,0.03373539447784424
GCN,56,37,0.2,random,15,0.029742777347564697
GCN,56,37,0.2,random,16,0.02602711319923401
GCN,56,37,0.2,random,17,0.03438480198383331
GCN,56,37,0.2,random,18,0.027267664670944214
GCN,56,37,0.2,random,19,0.03233802318572998
GCN,58,11,0.05,gnnexplainer,-1,0.0023543834686279297
GCN,58,11,0.05,random,0,0.0014026761054992676
GCN,58,11,0.05,random,1,0.0013428330421447754
GCN,58,11,0.05,random,2,-0.00315973162651062
GCN,58,11,0.05,random,3,0.0032933950424194336
GCN,58,11,0.05,random,4,0.003264129161834717
GCN,58,11,0.05,random,5,0.0030909180641174316
GCN,58,11,0.05,random,6,0.0013256371021270752
GCN,58,11,0.05,random,7,0.0006538033485412598
GCN,58,11,0.05,random,8,0.0014372467994689941
GCN,58,11,0.05,random,9,0.005490779876708984
GCN,58,11,0.05,random,10,-0.0040610432624816895
GCN,58,11,0.05,random,11,0.0015290379524230957
GCN,58,11,0.05,random,12,0.0008183121681213379
GCN,58,11,0.05,random,13,-0.0005658566951751709
GCN,58,11,0.05,random,14,0.0005347728729248047
GCN,58,11,0.05,random,15,0.0018483996391296387
GCN,58,11,0.05,random,16,0.002155482769012451
GCN,58,11,0.05,random,17,0.0029762089252471924
GCN,58,11,0.05,random,18,0.00701296329498291
GCN,58,11,0.05,random,19,0.0005893707275390625
GCN,58,11,0.1,gnnexplainer,-1,0.004192173480987549
GCN,58,11,0.1,random,0,0.0027891695499420166
GCN,58,11,0.1,random,1,-0.0006045103073120117
GCN,58,11,0.1,random,2,0.005267977714538574
GCN,58,11,0.1,random,3,0.0016965866088867188
GCN,58,11,0.1,random,4,0.0021123290061950684
GCN,58,11,0.1,random,5,0.006339579820632935
GCN,58,11,0.1,random,6,0.008289575576782227
GCN,58,11,0.1,random,7,0.0038743019104003906
GCN,58,11,0.1,random,8,0.0018166899681091309
GCN,58,11,0.1,random,9,0.004163146018981934
GCN,58,11,0.1,random,10,0.00643080472946167
GCN,58,11,0.1,random,11,-0.005807340145111084
GCN,58,11,0.1,random,12,0.0008669495582580566
GCN,58,11,0.1,random,13,-3.3229589462280273e-05
GCN,58,11,0.1,random,14,-0.00257110595703125
GCN,58,11,0.1,random,15,0.0018333494663238525
GCN,58,11,0.1,random,16,0.0132293701171875
GCN,58,11,0.1,random,17,-0.003340482711791992
GCN,58,11,0.1,random,18,-0.0027486979961395264
GCN,58,11,0.1,random,19,-0.003762185573577881
GCN,58,11,0.2,gnnexplainer,-1,0.010906457901000977
GCN,58,11,0.2,random,0,0.0018719732761383057
GCN,58,11,0.2,random,1,0.0027177631855010986
GCN,58,11,0.2,random,2,-0.005207955837249756
GCN,58,11,0.2,random,3,0.008115530014038086
GCN,58,11,0.2,random,4,0.0005272030830383301
GCN,58,11,0.2,random,5,0.0054770708084106445
GCN,58,11,0.2,random,6,0.0032512545585632324
GCN,58,11,0.2,random,7,-0.003968656063079834
GCN,58,11,0.2,random,8,0.016338884830474854
GCN,58,11,0.2,random,9,-0.00920170545578003
GCN,58,11,0.2,random,10,0.002976536750793457
GCN,58,11,0.2,random,11,0.009424865245819092
GCN,58,11,0.2,random,12,0.0009292364120483398
GCN,58,11,0.2,random,13,0.014426976442337036
GCN,58,11,0.2,random,14,0.006628811359405518
GCN,58,11,0.2,random,15,0.002073824405670166
GCN,58,11,0.2,random,16,-0.003044426441192627
GCN,58,11,0.2,random,17,0.0029897689819335938
GCN,58,11,0.2,random,18,0.00583803653717041
GCN,58,11,0.2,random,19,0.0015504956245422363
GCN,58,23,0.05,gnnexplainer,-1,0.004869967699050903
GCN,58,23,0.05,random,0,0.005298197269439697
GCN,58,23,0.05,random,1,-0.0042615532875061035
GCN,58,23,0.05,random,2,-0.00926816463470459
GCN,58,23,0.05,random,3,-0.0005369186401367188
GCN,58,23,0.05,random,4,0.005823373794555664
GCN,58,23,0.05,random,5,-9.85264778137207e-05
GCN,58,23,0.05,random,6,-0.001450955867767334
GCN,58,23,0.05,random,7,0.005967199802398682
GCN,58,23,0.05,random,8,-0.0047110021114349365
GCN,58,23,0.05,random,9,0.0019224286079406738
GCN,58,23,0.05,random,10,0.002395153045654297
GCN,58,23,0.05,random,11,5.689263343811035e-05
GCN,58,23,0.05,random,12,-0.0023936033248901367
GCN,58,23,0.05,random,13,0.005273103713989258
GCN,58,23,0.05,random,14,0.001395881175994873
GCN,58,23,0.05,random,15,0.005770832300186157
GCN,58,23,0.05,random,16,0.005379736423492432
GCN,58,23,0.05,random,17,0.003981143236160278
GCN,58,23,0.05,random,18,0.00172346830368042
GCN,58,23,0.05,random,19,0.0029896795749664307
GCN,58,23,0.1,gnnexplainer,-1,0.0048833489418029785
GCN,58,23,0.1,random,0,0.01067882776260376
GCN,58,23,0.1,random,1,0.0008187592029571533
GCN,58,23,0.1,random,2,-0.0034160315990448
GCN,58,23,0.1,random,3,0.009446382522583008
GCN,58,23,0.1,random,4,0.0006211400032043457
GCN,58,23,0.1,random,5,-0.005356162786483765
GCN,58,23,0.1,random,6,0.00449824333190918
GCN,58,23,0.1,random,7,-0.012277185916900635
GCN,58,23,0.1,random,8,0.002594292163848877
GCN,58,23,0.1,random,9,-0.005927294492721558
GCN,58,23,0.1,random,10,-0.005723327398300171
GCN,58,23,0.1,random,11,-0.0002512335777282715
GCN,58,23,0.1,random,12,0.00029724836349487305
GCN,58,23,0.1,random,13,0.00408625602722168
GCN,58,23,0.1,random,14,0.007554292678833008
GCN,58,23,0.1,random,15,-0.004868686199188232
GCN,58,23,0.1,random,16,0.005078941583633423
GCN,58,23,0.1,random,17,-0.003856867551803589
GCN,58,23,0.1,random,18,0.0021284818649291992
GCN,58,23,0.1,random,19,0.000638127326965332
GCN,58,23,0.2,gnnexplainer,-1,0.006774574518203735
GCN,58,23,0.2,random,0,0.004606962203979492
GCN,58,23,0.2,random,1,0.004693210124969482
GCN,58,23,0.2,random,2,0.0016183853149414062
GCN,58,23,0.2,random,3,-0.0070542097091674805
GCN,58,23,0.2,random,4,-0.0011310279369354248
GCN,58,23,0.2,random,5,0.004816710948944092
GCN,58,23,0.2,random,6,0.007395923137664795
GCN,58,23,0.2,random,7,-0.0035467147827148438
GCN,58,23,0.2,random,8,-0.006995201110839844
GCN,58,23,0.2,random,9,-0.002663254737854004
GCN,58,23,0.2,random,10,-0.003915131092071533
GCN,58,23,0.2,random,11,0.0017481446266174316
GCN,58,23,0.2,random,12,-0.004089176654815674
GCN,58,23,0.2,random,13,0.0023627877235412598
GCN,58,23,0.2,random,14,-0.0017032027244567871
GCN,58,23,0.2,random,15,0.007533073425292969
GCN,58,23,0.2,random,16,0.0003897547721862793
GCN,58,23,0.2,random,17,-0.00034159421920776367
GCN,58,23,0.2,random,18,0.011835992336273193
GCN,58,23,0.2,random,19,-0.010339826345443726
GCN,58,37,0.05,gnnexplainer,-1,-0.002004861831665039
GCN,58,37,0.05,random,0,0.0020438730716705322
GCN,58,37,0.05,random,1,0.0009968876838684082
GCN,58,37,0.05,random,2,0.0008647441864013672
GCN,58,37,0.05,random,3,0.007658779621124268
GCN,58,37,0.05,random,4,-0.0012173652648925781
GCN,58,37,0.05,random,5,0.0019280314445495605
GCN,58,37,0.05,random,6,0.005798637866973877
GCN,58,37,0.05,random,7,0.004598677158355713
GCN,58,37,0.05,random,8,0.0008808672428131104
GCN,58,37,0.05,random,9,-0.0015731751918792725
GCN,58,37,0.05,random,10,-0.0011320710182189941
GCN,58,37,0.05,random,11,0.00548321008682251
GCN,58,37,0.05,random,12,0.002279430627822876
GCN,58,37,0.05,random,13,0.005337238311767578
GCN,58,37,0.05,random,14,0.00024241209030151367
GCN,58,37,0.05,random,15,-0.0024678707122802734
GCN,58,37,0.05,random,16,0.0025168657302856445
GCN,58,37,0.05,random,17,0.003054887056350708
GCN,58,37,0.05,random,18,-0.0018355846405029297
GCN,58,37,0.05,random,19,-0.007864326238632202
GCN,58,37,0.1,gnnexplainer,-1,-0.008891433477401733
GCN,58,37,0.1,random,0,0.0037826895713806152
GCN,58,37,0.1,random,1,0.0007491707801818848
GCN,58,37,0.1,random,2,0.0031692981719970703
GCN,58,37,0.1,random,3,-0.0015676915645599365
GCN,58,37,0.1,random,4,0.001528024673461914
GCN,58,37,0.1,random,5,0.010921239852905273
GCN,58,37,0.1,random,6,-0.0013538599014282227
GCN,58,37,0.1,random,7,0.0012698173522949219
GCN,58,37,0.1,random,8,0.0020202696323394775
GCN,58,37,0.1,random,9,-0.0020281076431274414
GCN,58,37,0.1,random,10,0.002006053924560547
GCN,58,37,0.1,random,11,0.0020627081394195557
GCN,58,37,0.1,random,12,0.003193199634552002
GCN,58,37,0.1,random,13,0.010135650634765625
GCN,58,37,0.1,random,14,0.003957092761993408
GCN,58,37,0.1,random,15,0.009356081485748291
GCN,58,37,0.1,random,16,0.012541204690933228
GCN,58,37,0.1,random,17,0.007013827562332153
GCN,58,37,0.1,random,18,-0.0016694962978363037
GCN,58,37,0.1,random,19,0.003793388605117798
GCN,58,37,0.2,gnnexplainer,-1,-0.0005917251110076904
GCN,58,37,0.2,random,0,-0.0012607574462890625
GCN,58,37,0.2,random,1,0.0009263753890991211
GCN,58,37,0.2,random,2,0.006940603256225586
GCN,58,37,0.2,random,3,0.007116943597793579
GCN,58,37,0.2,random,4,0.0089205801486969
GCN,58,37,0.2,random,5,0.00493389368057251
GCN,58,37,0.2,random,6,-0.002582758665084839
GCN,58,37,0.2,random,7,-0.0012008845806121826
GCN,58,37,0.2,random,8,0.006592214107513428
GCN,58,37,0.2,random,9,0.008101969957351685
GCN,58,37,0.2,random,10,0.0021548867225646973
GCN,58,37,0.2,random,11,0.0028269588947296143
GCN,58,37,0.2,random,12,-0.007619619369506836
GCN,58,37,0.2,random,13,0.005269914865493774
GCN,58,37,0.2,random,14,0.0013069212436676025
GCN,58,37,0.2,random,15,0.00533825159072876
GCN,58,37,0.2,random,16,0.010850787162780762
GCN,58,37,0.2,random,17,0.0013926029205322266
GCN,58,37,0.2,random,18,0.003147989511489868
GCN,58,37,0.2,random,19,0.004134923219680786
GCN,59,11,0.05,gnnexplainer,-1,-0.0008780360221862793
GCN,59,11,0.05,random,0,0.002336055040359497
GCN,59,11,0.05,random,1,0.004355072975158691
GCN,59,11,0.05,random,2,0.004097402095794678
GCN,59,11,0.05,random,3,0.0016124248504638672
GCN,59,11,0.05,random,4,0.0025582313537597656
GCN,59,11,0.05,random,5,0.0013138055801391602
GCN,59,11,0.05,random,6,0.004257500171661377
GCN,59,11,0.05,random,7,0.002602487802505493
GCN,59,11,0.05,random,8,9.337067604064941e-05
GCN,59,11,0.05,random,9,0.0010441839694976807
GCN,59,11,0.05,random,10,0.0037761032581329346
GCN,59,11,0.05,random,11,0.0026306211948394775
GCN,59,11,0.05,random,12,0.006339579820632935
GCN,59,11,0.05,random,13,0.00043910741806030273
GCN,59,11,0.05,random,14,0.002545982599258423
GCN,59,11,0.05,random,15,0.0028225481510162354
GCN,59,11,0.05,random,16,-0.0007647871971130371
GCN,59,11,0.05,random,17,0.007144361734390259
GCN,59,11,0.05,random,18,0.006354928016662598
GCN,59,11,0.05,random,19,0.0005540847778320312
GCN,59,11,0.1,gnnexplainer,-1,0.002282649278640747
GCN,59,11,0.1,random,0,0.0027695894241333008
GCN,59,11,0.1,random,1,-0.0011674165725708008
GCN,59,11,0.1,random,2,0.005791425704956055
GCN,59,11,0.1,random,3,0.005154997110366821
GCN,59,11,0.1,random,4,0.0029259920120239258
GCN,59,11,0.1,random,5,0.007621794939041138
GCN,59,11,0.1,random,6,0.0010355710983276367
GCN,59,11,0.1,random,7,0.008325934410095215
GCN,59,11,0.1,random,8,0.004451185464859009
GCN,59,11,0.1,random,9,0.004988670349121094
GCN,59,11,0.1,random,10,0.0014200806617736816
GCN,59,11,0.1,random,11,0.006332814693450928
GCN,59,11,0.1,random,12,0.009124189615249634
GCN,59,11,0.1,random,13,-0.0018533170223236084
GCN,59,11,0.1,random,14,0.006771981716156006
GCN,59,11,0.1,random,15,0.0005248188972473145
GCN,59,11,0.1,random,16,0.004534870386123657
GCN,59,11,0.1,random,17,0.007995009422302246
GCN,59,11,0.1,random,18,0.009289801120758057
GCN,59,11,0.1,random,19,-0.0024274587631225586
GCN,59,11,0.2,gnnexplainer,-1,0.007331281900405884
GCN,59,11,0.2,random,0,-0.0012074410915374756
GCN,59,11,0.2,random,1,0.001812756061553955
GCN,59,11,0.2,random,2,0.005483537912368774
GCN,59,11,0.2,random,3,0.0047266483306884766
GCN,59,11,0.2,random,4,0.012952357530593872
GCN,59,11,0.2,random,5,0.00865846872329712
GCN,59,11,0.2,random,6,0.006764888763427734
GCN,59,11,0.2,random,7,0.0036572813987731934
GCN,59,11,0.2,random,8,0.0010870695114135742
GCN,59,11,0.2,random,9,0.004937231540679932
GCN,59,11,0.2,random,10,0.009611904621124268
GCN,59,11,0.2,random,11,0.0068551599979400635
GCN,59,11,0.2,random,12,0.011685311794281006
GCN,59,11,0.2,random,13,0.001795440912246704
GCN,59,11,0.2,random,14,0.014461040496826172
GCN,59,11,0.2,random,15,0.013021767139434814
GCN,59,11,0.2,random,16,0.010720402002334595
GCN,59,11,0.2,random,17,0.010798603296279907
GCN,59,11,0.2,random,18,0.008342176675796509
GCN,59,11,0.2,random,19,0.008067399263381958
GCN,59,23,0.05,gnnexplainer,-1,0.0030298829078674316
