architecture,patient,area_factor,method,repeat,probability_IC_change,area_probe_shift_sd,eccentricity_probe_shift_sd,solidity_probe_shift_sd,feature_support_fraction,clinical_validity
GCN,102,1.05,random,12,0.0008072257041931152,0.007301509380340576,-0.008734297007322311,0.01110614463686943,1.0,False
GCN,102,1.05,random,13,-0.002758502960205078,0.008201301097869873,-0.0024427808821201324,0.02122439071536064,1.0,False
GCN,102,1.05,random,14,-0.0011458992958068848,0.0020713210105895996,0.0024284161627292633,0.0009568110108375549,1.0,False
GCN,102,1.05,random,15,-0.0009229779243469238,0.00015971064567565918,-0.030119605362415314,0.02441912516951561,1.0,False
GCN,102,1.05,random,16,-0.0014882683753967285,-0.003601372241973877,0.000555872917175293,-0.0032575801014900208,1.0,False
GCN,102,1.05,random,17,0.001765429973602295,-0.006123393774032593,0.019847247749567032,-0.03668191283941269,1.0,False
GCN,102,1.05,random,18,-0.0013714432716369629,-0.00759732723236084,0.003170464187860489,0.004442524164915085,1.0,False
GCN,102,1.05,random,19,0.0033992528915405273,0.00470694899559021,0.007256586104631424,-0.022309277206659317,1.0,False
GCN,106,0.95,gcia_morphology,-1,-0.02729654312133789,-0.16288134455680847,0.005807399749755859,-0.020821958780288696,1.0,False
GCN,106,0.95,random,0,0.0018696784973144531,0.0020676255226135254,-0.0007627606391906738,-0.022302746772766113,1.0,False
GCN,106,0.95,random,1,-0.001778721809387207,-0.0029483139514923096,-0.013897418975830078,0.018456995487213135,1.0,False
GCN,106,0.95,random,2,-0.0008639693260192871,-0.004461854696273804,-0.0009566843509674072,0.011110469698905945,0.998774528503418,False
GCN,106,0.95,random,3,-0.00036263465881347656,-0.004696279764175415,0.009114950895309448,0.007453024387359619,1.0,False
GCN,106,0.95,random,4,0.00022536516189575195,0.005002021789550781,-0.005916625261306763,0.02882544696331024,1.0,False
GCN,106,0.95,random,5,-0.0006856918334960938,-0.003987133502960205,-0.004189968109130859,-0.0033842623233795166,1.0,False
GCN,106,0.95,random,6,-0.002510249614715576,-0.004216879606246948,0.0016973018646240234,0.02739034593105316,1.0,False
GCN,106,0.95,random,7,0.00046324729919433594,0.001723647117614746,0.024804264307022095,-0.02418816089630127,0.998774528503418,False
GCN,106,0.95,random,8,-0.0004572272300720215,0.0020615756511688232,-0.009155452251434326,-0.0024663805961608887,1.0,False
GCN,106,0.95,random,9,0.00028324127197265625,0.008741915225982666,0.004315584897994995,0.01168881356716156,0.998774528503418,False
GCN,106,0.95,random,10,0.0010716915130615234,-0.007293194532394409,-0.010158121585845947,-0.018134653568267822,1.0,False
GCN,106,0.95,random,11,-0.000827789306640625,0.003968238830566406,-0.005814641714096069,0.036258429288864136,1.0,False
GCN,106,0.95,random,12,-0.000713050365447998,-0.006951451301574707,-0.01792234182357788,0.005653247237205505,1.0,False
GCN,106,0.95,random,13,0.0011447668075561523,-0.0014078617095947266,-0.016951531171798706,-0.01765298843383789,1.0,False
GCN,106,0.95,random,14,0.0010629892349243164,0.0022181272506713867,-0.02570551633834839,0.020500287413597107,1.0,False
GCN,106,0.95,random,15,-1.9073486328125e-06,-0.002126932144165039,0.012034177780151367,-0.0004781782627105713,1.0,False
GCN,106,0.95,random,16,0.002621471881866455,0.005380690097808838,-0.010730057954788208,0.0011908113956451416,1.0,False
GCN,106,0.95,random,17,0.0012250542640686035,0.002494722604751587,-0.013686835765838623,0.0039598047733306885,1.0,False
GCN,106,0.95,random,18,0.00012099742889404297,0.00836557149887085,0.018519163131713867,0.011303901672363281,1.0,False
GCN,106,0.95,random,19,-0.0004917383193969727,0.009055495262145996,-0.004352092742919922,0.030961886048316956,0.998774528503418,False
GCN,106,1.05,gcia_morphology,-1,0.026397705078125,0.1641218066215515,-0.009998142719268799,0.021638542413711548,1.0,False
GCN,106,1.05,random,0,0.00205308198928833,0.0093231201171875,-0.011029362678527832,0.008873999118804932,1.0,False
GCN,106,1.05,random,1,0.002194643020629883,0.00039273500442504883,-0.007184714078903198,-0.0052658915519714355,1.0,False
GCN,106,1.05,random,2,0.000392913818359375,0.001985400915145874,-0.0016287565231323242,0.01731705665588379,0.998774528503418,False
GCN,106,1.05,random,3,-1.0192394256591797e-05,0.005056619644165039,-0.0016261935234069824,0.004168510437011719,1.0,False
GCN,106,1.05,random,4,-0.0014051198959350586,-0.001790761947631836,0.017745941877365112,-0.01069524884223938,1.0,False
GCN,106,1.05,random,5,0.00021821260452270508,-0.005638152360916138,0.0082017183303833,-0.02794995903968811,1.0,False
GCN,106,1.05,random,6,0.0005300641059875488,0.012327134609222412,-0.005948960781097412,0.01712849736213684,1.0,False
GCN,106,1.05,random,7,-0.0003151893615722656,-0.010655194520950317,0.011015176773071289,-0.018580734729766846,1.0,False
GCN,106,1.05,random,8,-0.004359722137451172,-0.021058768033981323,-0.021699488162994385,0.010041669011116028,1.0,False
GCN,106,1.05,random,9,-0.0024649500846862793,0.000727236270904541,-0.019852250814437866,0.031686365604400635,1.0,False
GCN,106,1.05,random,10,0.0016144514083862305,-0.0037730932235717773,0.018103599548339844,-0.026959985494613647,1.0,False
GCN,106,1.05,random,11,0.0033686161041259766,0.022041022777557373,-0.02923104166984558,0.030416041612625122,1.0,False
