patient,split,seed,fraction,count,method,control,signed_change,absolute_change
TCGA-A1-A0SP,development,23,0.2,30,random,3,0.01004818081855774,0.01004818081855774
TCGA-A1-A0SP,development,23,0.2,30,random,4,0.008975684642791748,0.008975684642791748
TCGA-A1-A0SP,development,23,0.2,30,random,5,0.0041634440422058105,0.0041634440422058105
TCGA-A1-A0SP,development,23,0.2,30,random,6,0.01500806212425232,0.01500806212425232
TCGA-A1-A0SP,development,23,0.2,30,random,7,-0.009465277194976807,0.009465277194976807
TCGA-A1-A0SP,development,23,0.2,30,random,8,0.016555696725845337,0.016555696725845337
TCGA-A1-A0SP,development,23,0.2,30,random,9,-0.002917677164077759,0.002917677164077759
TCGA-A1-A0SP,development,23,0.2,30,random,10,0.0054759979248046875,0.0054759979248046875
TCGA-A1-A0SP,development,23,0.2,30,random,11,0.017412930727005005,0.017412930727005005
TCGA-A1-A0SP,development,23,0.2,30,random,12,-0.010804176330566406,0.010804176330566406
TCGA-A1-A0SP,development,23,0.2,30,random,13,0.025227725505828857,0.025227725505828857
TCGA-A1-A0SP,development,23,0.2,30,random,14,0.009133696556091309,0.009133696556091309
TCGA-A1-A0SP,development,23,0.2,30,random,15,0.029188543558120728,0.029188543558120728
TCGA-A1-A0SP,development,23,0.2,30,random,16,0.041651904582977295,0.041651904582977295
TCGA-A1-A0SP,development,23,0.2,30,random,17,0.037224024534225464,0.037224024534225464
TCGA-A1-A0SP,development,23,0.2,30,random,18,0.025634467601776123,0.025634467601776123
TCGA-A1-A0SP,development,23,0.2,30,random,19,0.01806214451789856,0.01806214451789856
TCGA-A1-A0SP,development,37,0.05,8,gnnexplainer,-1,0.008976757526397705,0.008976757526397705
TCGA-A1-A0SP,development,37,0.05,8,random,0,0.011520743370056152,0.011520743370056152
TCGA-A1-A0SP,development,37,0.05,8,random,1,0.001661926507949829,0.001661926507949829
TCGA-A1-A0SP,development,37,0.05,8,random,2,-0.006535440683364868,0.006535440683364868
TCGA-A1-A0SP,development,37,0.05,8,random,3,-0.01155400276184082,0.01155400276184082
TCGA-A1-A0SP,development,37,0.05,8,random,4,-0.0055825114250183105,0.0055825114250183105
TCGA-A1-A0SP,development,37,0.05,8,random,5,0.011994510889053345,0.011994510889053345
TCGA-A1-A0SP,development,37,0.05,8,random,6,-0.01097378134727478,0.01097378134727478
TCGA-A1-A0SP,development,37,0.05,8,random,7,-0.0015672147274017334,0.0015672147274017334
TCGA-A1-A0SP,development,37,0.05,8,random,8,0.0032982826232910156,0.0032982826232910156
TCGA-A1-A0SP,development,37,0.05,8,random,9,-0.014474034309387207,0.014474034309387207
TCGA-A1-A0SP,development,37,0.05,8,random,10,-0.030839592218399048,0.030839592218399048
TCGA-A1-A0SP,development,37,0.05,8,random,11,-0.001032322645187378,0.001032322645187378
TCGA-A1-A0SP,development,37,0.05,8,random,12,-0.0027461647987365723,0.0027461647987365723
TCGA-A1-A0SP,development,37,0.05,8,random,13,-0.008905261754989624,0.008905261754989624
TCGA-A1-A0SP,development,37,0.05,8,random,14,-0.013088345527648926,0.013088345527648926
TCGA-A1-A0SP,development,37,0.05,8,random,15,-0.010391205549240112,0.010391205549240112
TCGA-A1-A0SP,development,37,0.05,8,random,16,-0.004764348268508911,0.004764348268508911
TCGA-A1-A0SP,development,37,0.05,8,random,17,-0.0032883882522583008,0.0032883882522583008
TCGA-A1-A0SP,development,37,0.05,8,random,18,-0.016833066940307617,0.016833066940307617
TCGA-A1-A0SP,development,37,0.05,8,random,19,0.014169543981552124,0.014169543981552124
TCGA-A1-A0SP,development,37,0.1,15,gnnexplainer,-1,0.01818522810935974,0.01818522810935974
TCGA-A1-A0SP,development,37,0.1,15,random,0,-0.00485566258430481,0.00485566258430481
TCGA-A1-A0SP,development,37,0.1,15,random,1,0.021035850048065186,0.021035850048065186
TCGA-A1-A0SP,development,37,0.1,15,random,2,-0.006103157997131348,0.006103157997131348
TCGA-A1-A0SP,development,37,0.1,15,random,3,-0.010299593210220337,0.010299593210220337
TCGA-A1-A0SP,development,37,0.1,15,random,4,-0.010133504867553711,0.010133504867553711
TCGA-A1-A0SP,development,37,0.1,15,random,5,0.006709963083267212,0.006709963083267212
TCGA-A1-A0SP,development,37,0.1,15,random,6,-0.014776736497879028,0.014776736497879028
TCGA-A1-A0SP,development,37,0.1,15,random,7,0.012387335300445557,0.012387335300445557
TCGA-A1-A0SP,development,37,0.1,15,random,8,-0.0011447370052337646,0.0011447370052337646
TCGA-A1-A0SP,development,37,0.1,15,random,9,-0.019566893577575684,0.019566893577575684
TCGA-A1-A0SP,development,37,0.1,15,random,10,0.012980729341506958,0.012980729341506958
TCGA-A1-A0SP,development,37,0.1,15,random,11,0.015339523553848267,0.015339523553848267
TCGA-A1-A0SP,development,37,0.1,15,random,12,-0.007841050624847412,0.007841050624847412
TCGA-A1-A0SP,development,37,0.1,15,random,13,0.013139933347702026,0.013139933347702026
TCGA-A1-A0SP,development,37,0.1,15,random,14,-0.0208013653755188,0.0208013653755188
TCGA-A1-A0SP,development,37,0.1,15,random,15,0.0051670074462890625,0.0051670074462890625
TCGA-A1-A0SP,development,37,0.1,15,random,16,0.001974165439605713,0.001974165439605713
TCGA-A1-A0SP,development,37,0.1,15,random,17,-0.009106636047363281,0.009106636047363281
TCGA-A1-A0SP,development,37,0.1,15,random,18,0.004420369863510132,0.004420369863510132
TCGA-A1-A0SP,development,37,0.1,15,random,19,0.0004163384437561035,0.0004163384437561035
TCGA-A1-A0SP,development,37,0.2,30,gnnexplainer,-1,0.02693629264831543,0.02693629264831543
TCGA-A1-A0SP,development,37,0.2,30,random,0,-0.03212881088256836,0.03212881088256836
TCGA-A1-A0SP,development,37,0.2,30,random,1,-0.041770875453948975,0.041770875453948975
TCGA-A1-A0SP,development,37,0.2,30,random,2,0.0032469630241394043,0.0032469630241394043
TCGA-A1-A0SP,development,37,0.2,30,random,3,0.00041982531547546387,0.00041982531547546387
TCGA-A1-A0SP,development,37,0.2,30,random,4,0.015601277351379395,0.015601277351379395
TCGA-A1-A0SP,development,37,0.2,30,random,5,0.011303901672363281,0.011303901672363281
TCGA-A1-A0SP,development,37,0.2,30,random,6,0.016357779502868652,0.016357779502868652
TCGA-A1-A0SP,development,37,0.2,30,random,7,0.04234027862548828,0.04234027862548828
TCGA-A1-A0SP,development,37,0.2,30,random,8,0.012498527765274048,0.012498527765274048
TCGA-A1-A0SP,development,37,0.2,30,random,9,0.0013023316860198975,0.0013023316860198975
TCGA-A1-A0SP,development,37,0.2,30,random,10,-0.030065178871154785,0.030065178871154785
TCGA-A1-A0SP,development,37,0.2,30,random,11,0.034128040075302124,0.034128040075302124
TCGA-A1-A0SP,development,37,0.2,30,random,12,0.0031727254390716553,0.0031727254390716553
TCGA-A1-A0SP,development,37,0.2,30,random,13,0.007638484239578247,0.007638484239578247
TCGA-A1-A0SP,development,37,0.2,30,random,14,-0.017035871744155884,0.017035871744155884
TCGA-A1-A0SP,development,37,0.2,30,random,15,0.0018691420555114746,0.0018691420555114746
TCGA-A1-A0SP,development,37,0.2,30,random,16,0.007186323404312134,0.007186323404312134
TCGA-A1-A0SP,development,37,0.2,30,random,17,-0.023284196853637695,0.023284196853637695
TCGA-A1-A0SP,development,37,0.2,30,random,18,-0.005128622055053711,0.005128622055053711
TCGA-A1-A0SP,development,37,0.2,30,random,19,0.03453180193901062,0.03453180193901062
TCGA-A2-A04P,development,11,0.05,5,gnnexplainer,-1,0.0020600855350494385,0.0020600855350494385
TCGA-A2-A04P,development,11,0.05,5,random,0,0.0035974979400634766,0.0035974979400634766
TCGA-A2-A04P,development,11,0.05,5,random,1,-0.02023237943649292,0.02023237943649292
TCGA-A2-A04P,development,11,0.05,5,random,2,0.014443278312683105,0.014443278312683105
TCGA-A2-A04P,development,11,0.05,5,random,3,-0.02781444787979126,0.02781444787979126
TCGA-A2-A04P,development,11,0.05,5,random,4,-0.023492902517318726,0.023492902517318726
TCGA-A2-A04P,development,11,0.05,5,random,5,0.022232890129089355,0.022232890129089355
TCGA-A2-A04P,development,11,0.05,5,random,6,0.04509323835372925,0.04509323835372925
TCGA-A2-A04P,development,11,0.05,5,random,7,0.023993611335754395,0.023993611335754395
TCGA-A2-A04P,development,11,0.05,5,random,8,-0.0056382715702056885,0.0056382715702056885
TCGA-A2-A04P,development,11,0.05,5,random,9,-0.023699283599853516,0.023699283599853516
TCGA-A2-A04P,development,11,0.05,5,random,10,0.028859496116638184,0.028859496116638184
TCGA-A2-A04P,development,11,0.05,5,random,11,-0.003563493490219116,0.003563493490219116
TCGA-A2-A04P,development,11,0.05,5,random,12,-0.013637691736221313,0.013637691736221313
TCGA-A2-A04P,development,11,0.05,5,random,13,-0.005272716283798218,0.005272716283798218
TCGA-A2-A04P,development,11,0.05,5,random,14,0.012283802032470703,0.012283802032470703
TCGA-A2-A04P,development,11,0.05,5,random,15,0.01200944185256958,0.01200944185256958
TCGA-A2-A04P,development,11,0.05,5,random,16,-0.02137887477874756,0.02137887477874756
TCGA-A2-A04P,development,11,0.05,5,random,17,-0.0015310049057006836,0.0015310049057006836
TCGA-A2-A04P,development,11,0.05,5,random,18,0.004293352365493774,0.004293352365493774
TCGA-A2-A04P,development,11,0.05,5,random,19,-0.010417193174362183,0.010417193174362183
TCGA-A2-A04P,development,11,0.1,10,gnnexplainer,-1,-0.023659437894821167,0.023659437894821167
TCGA-A2-A04P,development,11,0.1,10,random,0,0.016626060009002686,0.016626060009002686
TCGA-A2-A04P,development,11,0.1,10,random,1,0.003968566656112671,0.003968566656112671
TCGA-A2-A04P,development,11,0.1,10,random,2,-0.008279502391815186,0.008279502391815186
TCGA-A2-A04P,development,11,0.1,10,random,3,-0.015248894691467285,0.015248894691467285
TCGA-A2-A04P,development,11,0.1,10,random,4,0.0026581883430480957,0.0026581883430480957
TCGA-A2-A04P,development,11,0.1,10,random,5,-0.001533806324005127,0.001533806324005127
TCGA-A2-A04P,development,11,0.1,10,random,6,-0.01506960391998291,0.01506960391998291
TCGA-A2-A04P,development,11,0.1,10,random,7,0.018869459629058838,0.018869459629058838
TCGA-A2-A04P,development,11,0.1,10,random,8,0.012139290571212769,0.012139290571212769
TCGA-A2-A04P,development,11,0.1,10,random,9,-0.03023788332939148,0.03023788332939148
TCGA-A2-A04P,development,11,0.1,10,random,10,-0.0019262433052062988,0.0019262433052062988
TCGA-A2-A04P,development,11,0.1,10,random,11,0.029892772436141968,0.029892772436141968
TCGA-A2-A04P,development,11,0.1,10,random,12,0.034094274044036865,0.034094274044036865
TCGA-A2-A04P,development,11,0.1,10,random,13,-0.005477994680404663,0.005477994680404663
TCGA-A2-A04P,development,11,0.1,10,random,14,-0.053303271532058716,0.053303271532058716
TCGA-A2-A04P,development,11,0.1,10,random,15,0.011425971984863281,0.011425971984863281
TCGA-A2-A04P,development,11,0.1,10,random,16,-0.009701192378997803,0.009701192378997803
TCGA-A2-A04P,development,11,0.1,10,random,17,0.022760063409805298,0.022760063409805298
TCGA-A2-A04P,development,11,0.1,10,random,18,0.01442033052444458,0.01442033052444458
TCGA-A2-A04P,development,11,0.1,10,random,19,-0.013688981533050537,0.013688981533050537
TCGA-A2-A04P,development,11,0.2,20,gnnexplainer,-1,-0.011837810277938843,0.011837810277938843
TCGA-A2-A04P,development,11,0.2,20,random,0,0.014292716979980469,0.014292716979980469
TCGA-A2-A04P,development,11,0.2,20,random,1,-0.03784775733947754,0.03784775733947754
TCGA-A2-A04P,development,11,0.2,20,random,2,-0.015205740928649902,0.015205740928649902
TCGA-A2-A04P,development,11,0.2,20,random,3,-0.008541256189346313,0.008541256189346313
TCGA-A2-A04P,development,11,0.2,20,random,4,0.00940859317779541,0.00940859317779541
TCGA-A2-A04P,development,11,0.2,20,random,5,0.019222110509872437,0.019222110509872437
TCGA-A2-A04P,development,11,0.2,20,random,6,-0.034725844860076904,0.034725844860076904
TCGA-A2-A04P,development,11,0.2,20,random,7,0.009163081645965576,0.009163081645965576
TCGA-A2-A04P,development,11,0.2,20,random,8,0.062168776988983154,0.062168776988983154
TCGA-A2-A04P,development,11,0.2,20,random,9,-0.06048792600631714,0.06048792600631714
TCGA-A2-A04P,development,11,0.2,20,random,10,0.04326680302619934,0.04326680302619934
TCGA-A2-A04P,development,11,0.2,20,random,11,-0.014280498027801514,0.014280498027801514
TCGA-A2-A04P,development,11,0.2,20,random,12,-0.02193179726600647,0.02193179726600647
TCGA-A2-A04P,development,11,0.2,20,random,13,0.04176327586174011,0.04176327586174011
TCGA-A2-A04P,development,11,0.2,20,random,14,-0.031060844659805298,0.031060844659805298
TCGA-A2-A04P,development,11,0.2,20,random,15,-0.00148734450340271,0.00148734450340271
TCGA-A2-A04P,development,11,0.2,20,random,16,0.05609297752380371,0.05609297752380371
TCGA-A2-A04P,development,11,0.2,20,random,17,-0.008144140243530273,0.008144140243530273
TCGA-A2-A04P,development,11,0.2,20,random,18,0.031873732805252075,0.031873732805252075
TCGA-A2-A04P,development,11,0.2,20,random,19,0.045196533203125,0.045196533203125
TCGA-A2-A04P,development,23,0.05,5,gnnexplainer,-1,-0.008639484643936157,0.008639484643936157
TCGA-A2-A04P,development,23,0.05,5,random,0,-0.013604432344436646,0.013604432344436646
TCGA-A2-A04P,development,23,0.05,5,random,1,-0.006361067295074463,0.006361067295074463
TCGA-A2-A04P,development,23,0.05,5,random,2,0.016680240631103516,0.016680240631103516
TCGA-A2-A04P,development,23,0.05,5,random,3,-0.011399924755096436,0.011399924755096436
TCGA-A2-A04P,development,23,0.05,5,random,4,0.011534273624420166,0.011534273624420166
TCGA-A2-A04P,development,23,0.05,5,random,5,-0.005643904209136963,0.005643904209136963
TCGA-A2-A04P,development,23,0.05,5,random,6,0.007182389497756958,0.007182389497756958
TCGA-A2-A04P,development,23,0.05,5,random,7,-0.0254041850566864,0.0254041850566864
TCGA-A2-A04P,development,23,0.05,5,random,8,-0.020084619522094727,0.020084619522094727
TCGA-A2-A04P,development,23,0.05,5,random,9,-0.01615104079246521,0.01615104079246521
TCGA-A2-A04P,development,23,0.05,5,random,10,-0.03606131672859192,0.03606131672859192
TCGA-A2-A04P,development,23,0.05,5,random,11,0.009987115859985352,0.009987115859985352
TCGA-A2-A04P,development,23,0.05,5,random,12,-0.008591502904891968,0.008591502904891968
TCGA-A2-A04P,development,23,0.05,5,random,13,-0.013223201036453247,0.013223201036453247
TCGA-A2-A04P,development,23,0.05,5,random,14,0.004410207271575928,0.004410207271575928
TCGA-A2-A04P,development,23,0.05,5,random,15,-0.0051812827587127686,0.0051812827587127686
TCGA-A2-A04P,development,23,0.05,5,random,16,-0.008868902921676636,0.008868902921676636
TCGA-A2-A04P,development,23,0.05,5,random,17,-0.04326122999191284,0.04326122999191284
TCGA-A2-A04P,development,23,0.05,5,random,18,-0.0007167458534240723,0.0007167458534240723
TCGA-A2-A04P,development,23,0.05,5,random,19,-0.008953630924224854,0.008953630924224854
TCGA-A2-A04P,development,23,0.1,10,gnnexplainer,-1,0.000958561897277832,0.000958561897277832
TCGA-A2-A04P,development,23,0.1,10,random,0,-0.004550963640213013,0.004550963640213013
TCGA-A2-A04P,development,23,0.1,10,random,1,-0.068518728017807,0.068518728017807
TCGA-A2-A04P,development,23,0.1,10,random,2,0.03295755386352539,0.03295755386352539
TCGA-A2-A04P,development,23,0.1,10,random,3,0.020703256130218506,0.020703256130218506
TCGA-A2-A04P,development,23,0.1,10,random,4,0.020766139030456543,0.020766139030456543
TCGA-A2-A04P,development,23,0.1,10,random,5,0.007640838623046875,0.007640838623046875
TCGA-A2-A04P,development,23,0.1,10,random,6,0.005605608224868774,0.005605608224868774
TCGA-A2-A04P,development,23,0.1,10,random,7,-0.03280094265937805,0.03280094265937805
TCGA-A2-A04P,development,23,0.1,10,random,8,0.0452483594417572,0.0452483594417572
TCGA-A2-A04P,development,23,0.1,10,random,9,-0.05533456802368164,0.05533456802368164
TCGA-A2-A04P,development,23,0.1,10,random,10,-0.06052634119987488,0.06052634119987488
TCGA-A2-A04P,development,23,0.1,10,random,11,0.04459097981452942,0.04459097981452942
TCGA-A2-A04P,development,23,0.1,10,random,12,-0.015395104885101318,0.015395104885101318
TCGA-A2-A04P,development,23,0.1,10,random,13,-0.016308069229125977,0.016308069229125977
TCGA-A2-A04P,development,23,0.1,10,random,14,0.00237959623336792,0.00237959623336792
TCGA-A2-A04P,development,23,0.1,10,random,15,0.0026438236236572266,0.0026438236236572266
TCGA-A2-A04P,development,23,0.1,10,random,16,0.005220681428909302,0.005220681428909302
TCGA-A2-A04P,development,23,0.1,10,random,17,-0.020792990922927856,0.020792990922927856
TCGA-A2-A04P,development,23,0.1,10,random,18,0.0001843571662902832,0.0001843571662902832
TCGA-A2-A04P,development,23,0.1,10,random,19,-0.023304492235183716,0.023304492235183716
TCGA-A2-A04P,development,23,0.2,20,gnnexplainer,-1,-0.013862371444702148,0.013862371444702148
TCGA-A2-A04P,development,23,0.2,20,random,0,-0.02303674817085266,0.02303674817085266
TCGA-A2-A04P,development,23,0.2,20,random,1,0.0007990598678588867,0.0007990598678588867
TCGA-A2-A04P,development,23,0.2,20,random,2,-0.08630505204200745,0.08630505204200745
TCGA-A2-A04P,development,23,0.2,20,random,3,-0.021197021007537842,0.021197021007537842
TCGA-A2-A04P,development,23,0.2,20,random,4,0.01863691210746765,0.01863691210746765
TCGA-A2-A04P,development,23,0.2,20,random,5,0.050960004329681396,0.050960004329681396
TCGA-A2-A04P,development,23,0.2,20,random,6,-0.01421821117401123,0.01421821117401123
TCGA-A2-A04P,development,23,0.2,20,random,7,-0.045595794916152954,0.045595794916152954
TCGA-A2-A04P,development,23,0.2,20,random,8,0.02778702974319458,0.02778702974319458
TCGA-A2-A04P,development,23,0.2,20,random,9,-0.010348200798034668,0.010348200798034668
TCGA-A2-A04P,development,23,0.2,20,random,10,0.0026170313358306885,0.0026170313358306885
TCGA-A2-A04P,development,23,0.2,20,random,11,0.018690139055252075,0.018690139055252075
TCGA-A2-A04P,development,23,0.2,20,random,12,0.00938791036605835,0.00938791036605835
TCGA-A2-A04P,development,23,0.2,20,random,13,0.048856884241104126,0.048856884241104126
TCGA-A2-A04P,development,23,0.2,20,random,14,-0.0032491087913513184,0.0032491087913513184
TCGA-A2-A04P,development,23,0.2,20,random,15,-0.047025859355926514,0.047025859355926514
TCGA-A2-A04P,development,23,0.2,20,random,16,0.016735941171646118,0.016735941171646118
TCGA-A2-A04P,development,23,0.2,20,random,17,0.02398774027824402,0.02398774027824402
TCGA-A2-A04P,development,23,0.2,20,random,18,0.0070029497146606445,0.0070029497146606445
TCGA-A2-A04P,development,23,0.2,20,random,19,0.009364217519760132,0.009364217519760132
TCGA-A2-A04P,development,37,0.05,5,gnnexplainer,-1,0.005127012729644775,0.005127012729644775
TCGA-A2-A04P,development,37,0.05,5,random,0,-0.0018387138843536377,0.0018387138843536377
TCGA-A2-A04P,development,37,0.05,5,random,1,0.010654032230377197,0.010654032230377197
TCGA-A2-A04P,development,37,0.05,5,random,2,-0.032001227140426636,0.032001227140426636
TCGA-A2-A04P,development,37,0.05,5,random,3,-0.013526052236557007,0.013526052236557007
TCGA-A2-A04P,development,37,0.05,5,random,4,0.017937421798706055,0.017937421798706055
TCGA-A2-A04P,development,37,0.05,5,random,5,0.0055300891399383545,0.0055300891399383545
TCGA-A2-A04P,development,37,0.05,5,random,6,-0.013413310050964355,0.013413310050964355
TCGA-A2-A04P,development,37,0.05,5,random,7,0.0046031177043914795,0.0046031177043914795
TCGA-A2-A04P,development,37,0.05,5,random,8,0.01447153091430664,0.01447153091430664
TCGA-A2-A04P,development,37,0.05,5,random,9,-0.022881358861923218,0.022881358861923218
TCGA-A2-A04P,development,37,0.05,5,random,10,0.006279319524765015,0.006279319524765015
TCGA-A2-A04P,development,37,0.05,5,random,11,-0.018458813428878784,0.018458813428878784
TCGA-A2-A04P,development,37,0.05,5,random,12,0.012717753648757935,0.012717753648757935
TCGA-A2-A04P,development,37,0.05,5,random,13,0.014947652816772461,0.014947652816772461
TCGA-A2-A04P,development,37,0.05,5,random,14,-0.004218637943267822,0.004218637943267822
TCGA-A2-A04P,development,37,0.05,5,random,15,0.012533605098724365,0.012533605098724365
TCGA-A2-A04P,development,37,0.05,5,random,16,0.014045178890228271,0.014045178890228271
TCGA-A2-A04P,development,37,0.05,5,random,17,0.008213788270950317,0.008213788270950317
TCGA-A2-A04P,development,37,0.05,5,random,18,0.01654493808746338,0.01654493808746338
TCGA-A2-A04P,development,37,0.05,5,random,19,0.007567793130874634,0.007567793130874634
TCGA-A2-A04P,development,37,0.1,10,gnnexplainer,-1,0.0075647830963134766,0.0075647830963134766
TCGA-A2-A04P,development,37,0.1,10,random,0,0.0046160221099853516,0.0046160221099853516
TCGA-A2-A04P,development,37,0.1,10,random,1,0.01486179232597351,0.01486179232597351
TCGA-A2-A04P,development,37,0.1,10,random,2,0.031066834926605225,0.031066834926605225
TCGA-A2-A04P,development,37,0.1,10,random,3,0.003996223211288452,0.003996223211288452
TCGA-A2-A04P,development,37,0.1,10,random,4,0.006174176931381226,0.006174176931381226
TCGA-A2-A04P,development,37,0.1,10,random,5,0.01567980647087097,0.01567980647087097
TCGA-A2-A04P,development,37,0.1,10,random,6,-0.02697405219078064,0.02697405219078064
TCGA-A2-A04P,development,37,0.1,10,random,7,0.012487053871154785,0.012487053871154785
TCGA-A2-A04P,development,37,0.1,10,random,8,-0.017148315906524658,0.017148315906524658
TCGA-A2-A04P,development,37,0.1,10,random,9,-0.03582015633583069,0.03582015633583069
TCGA-A2-A04P,development,37,0.1,10,random,10,0.012513279914855957,0.012513279914855957
TCGA-A2-A04P,development,37,0.1,10,random,11,-0.0171586275100708,0.0171586275100708
TCGA-A2-A04P,development,37,0.1,10,random,12,0.027797430753707886,0.027797430753707886
TCGA-A2-A04P,development,37,0.1,10,random,13,0.006103724241256714,0.006103724241256714
TCGA-A2-A04P,development,37,0.1,10,random,14,0.004158288240432739,0.004158288240432739
TCGA-A2-A04P,development,37,0.1,10,random,15,-0.005113333463668823,0.005113333463668823
TCGA-A2-A04P,development,37,0.1,10,random,16,-0.00866776704788208,0.00866776704788208
TCGA-A2-A04P,development,37,0.1,10,random,17,-0.055078089237213135,0.055078089237213135
TCGA-A2-A04P,development,37,0.1,10,random,18,0.00969994068145752,0.00969994068145752
TCGA-A2-A04P,development,37,0.1,10,random,19,-0.0028342604637145996,0.0028342604637145996
TCGA-A2-A04P,development,37,0.2,20,gnnexplainer,-1,0.023184001445770264,0.023184001445770264
TCGA-A2-A04P,development,37,0.2,20,random,0,0.03630101680755615,0.03630101680755615
TCGA-A2-A04P,development,37,0.2,20,random,1,-0.02760252356529236,0.02760252356529236
TCGA-A2-A04P,development,37,0.2,20,random,2,-0.001973271369934082,0.001973271369934082
TCGA-A2-A04P,development,37,0.2,20,random,3,0.022332489490509033,0.022332489490509033
TCGA-A2-A04P,development,37,0.2,20,random,4,-0.00854310393333435,0.00854310393333435
TCGA-A2-A04P,development,37,0.2,20,random,5,-0.039987266063690186,0.039987266063690186
TCGA-A2-A04P,development,37,0.2,20,random,6,0.008314192295074463,0.008314192295074463
TCGA-A2-A04P,development,37,0.2,20,random,7,0.056208789348602295,0.056208789348602295
TCGA-A2-A04P,development,37,0.2,20,random,8,0.021553099155426025,0.021553099155426025
TCGA-A2-A04P,development,37,0.2,20,random,9,-0.004042208194732666,0.004042208194732666
TCGA-A2-A04P,development,37,0.2,20,random,10,0.0113297700881958,0.0113297700881958
TCGA-A2-A04P,development,37,0.2,20,random,11,-0.02463775873184204,0.02463775873184204
TCGA-A2-A04P,development,37,0.2,20,random,12,-0.021647274494171143,0.021647274494171143
TCGA-A2-A04P,development,37,0.2,20,random,13,0.0008150935173034668,0.0008150935173034668
TCGA-A2-A04P,development,37,0.2,20,random,14,0.009171992540359497,0.009171992540359497
TCGA-A2-A04P,development,37,0.2,20,random,15,0.03923824429512024,0.03923824429512024
TCGA-A2-A04P,development,37,0.2,20,random,16,-0.016541481018066406,0.016541481018066406
TCGA-A2-A04P,development,37,0.2,20,random,17,0.0018978416919708252,0.0018978416919708252
TCGA-A2-A04P,development,37,0.2,20,random,18,-0.010505706071853638,0.010505706071853638
TCGA-A2-A04P,development,37,0.2,20,random,19,-0.01394498348236084,0.01394498348236084
TCGA-A2-A04Q,development,11,0.05,2,gnnexplainer,-1,0.015215307474136353,0.015215307474136353
TCGA-A2-A04Q,development,11,0.05,2,random,0,0.029693931341171265,0.029693931341171265
TCGA-A2-A04Q,development,11,0.05,2,random,1,-0.07061320543289185,0.07061320543289185
TCGA-A2-A04Q,development,11,0.05,2,random,2,-0.026870429515838623,0.026870429515838623
TCGA-A2-A04Q,development,11,0.05,2,random,3,0.03499671816825867,0.03499671816825867
TCGA-A2-A04Q,development,11,0.05,2,random,4,0.03263971209526062,0.03263971209526062
TCGA-A2-A04Q,development,11,0.05,2,random,5,-0.003017038106918335,0.003017038106918335
TCGA-A2-A04Q,development,11,0.05,2,random,6,-0.05777674913406372,0.05777674913406372
TCGA-A2-A04Q,development,11,0.05,2,random,7,0.055114299058914185,0.055114299058914185
TCGA-A2-A04Q,development,11,0.05,2,random,8,-0.04864665865898132,0.04864665865898132
TCGA-A2-A04Q,development,11,0.05,2,random,9,0.043063968420028687,0.043063968420028687
TCGA-A2-A04Q,development,11,0.05,2,random,10,0.025850564241409302,0.025850564241409302
TCGA-A2-A04Q,development,11,0.05,2,random,11,-0.13405713438987732,0.13405713438987732
TCGA-A2-A04Q,development,11,0.05,2,random,12,0.01294812560081482,0.01294812560081482
TCGA-A2-A04Q,development,11,0.05,2,random,13,0.009728461503982544,0.009728461503982544
TCGA-A2-A04Q,development,11,0.05,2,random,14,0.018566519021987915,0.018566519021987915
TCGA-A2-A04Q,development,11,0.05,2,random,15,0.015577048063278198,0.015577048063278198
TCGA-A2-A04Q,development,11,0.05,2,random,16,0.006420403718948364,0.006420403718948364
TCGA-A2-A04Q,development,11,0.05,2,random,17,-0.032731831073760986,0.032731831073760986
TCGA-A2-A04Q,development,11,0.05,2,random,18,-0.007968395948410034,0.007968395948410034
TCGA-A2-A04Q,development,11,0.05,2,random,19,0.006874203681945801,0.006874203681945801
TCGA-A2-A04Q,development,11,0.1,3,gnnexplainer,-1,0.021666735410690308,0.021666735410690308
TCGA-A2-A04Q,development,11,0.1,3,random,0,-0.10376137495040894,0.10376137495040894
TCGA-A2-A04Q,development,11,0.1,3,random,1,0.007366836071014404,0.007366836071014404
TCGA-A2-A04Q,development,11,0.1,3,random,2,0.03776535391807556,0.03776535391807556
TCGA-A2-A04Q,development,11,0.1,3,random,3,0.036204129457473755,0.036204129457473755
TCGA-A2-A04Q,development,11,0.1,3,random,4,0.011966794729232788,0.011966794729232788
TCGA-A2-A04Q,development,11,0.1,3,random,5,-0.0875886082649231,0.0875886082649231
TCGA-A2-A04Q,development,11,0.1,3,random,6,-0.09352409839630127,0.09352409839630127
TCGA-A2-A04Q,development,11,0.1,3,random,7,0.06650081276893616,0.06650081276893616
TCGA-A2-A04Q,development,11,0.1,3,random,8,-0.048910945653915405,0.048910945653915405
TCGA-A2-A04Q,development,11,0.1,3,random,9,-0.030678212642669678,0.030678212642669678
TCGA-A2-A04Q,development,11,0.1,3,random,10,0.024561971426010132,0.024561971426010132
TCGA-A2-A04Q,development,11,0.1,3,random,11,0.01838669180870056,0.01838669180870056
TCGA-A2-A04Q,development,11,0.1,3,random,12,-0.04465991258621216,0.04465991258621216
TCGA-A2-A04Q,development,11,0.1,3,random,13,0.017274826765060425,0.017274826765060425
TCGA-A2-A04Q,development,11,0.1,3,random,14,-0.0031829476356506348,0.0031829476356506348
TCGA-A2-A04Q,development,11,0.1,3,random,15,0.027999132871627808,0.027999132871627808
