patient,concept,polarity,method,repeat,probe_target_change_sd,max_collateral_sd,layer2_target_change_sd,probability_IC_change,feature_support_fraction,numerical_gate,clinical_validity
101,red_minus_blue_proxy,1,random,0,0.167572021484375,0.10844087600708008,-0.08181476593017578,-0.0020237313583493233,0.9977484809027778,False,False
101,red_minus_blue_proxy,1,random,1,-0.1892591118812561,0.21360230445861816,-0.007677227258682251,-0.002650282345712185,0.9964192708333334,False,False
101,red_minus_blue_proxy,1,random,2,-0.0009926557540893555,0.13090981543064117,0.05914393067359924,-0.0005222251638770103,0.9966634114583334,False,False
101,red_minus_blue_proxy,1,random,3,-0.1770838499069214,0.07325278222560883,-0.008340805768966675,0.005859598517417908,0.9972330729166666,False,False
101,red_minus_blue_proxy,1,random,4,-0.14937788248062134,0.23645471036434174,-0.017977893352508545,-0.00045306142419576645,0.997314453125,False,False
101,red_minus_blue_proxy,1,random,5,-0.09878402948379517,0.005865573883056641,0.060469627380371094,-0.0006810715422034264,0.9956868489583334,False,False
101,red_minus_blue_proxy,1,random,6,-0.10543107986450195,0.0792066752910614,-0.01921430230140686,0.0007839668542146683,0.997314453125,False,False
101,red_minus_blue_proxy,1,random,7,-0.0440027117729187,0.06030409038066864,0.021279841661453247,-0.0028221355751156807,0.998291015625,False,False
101,red_minus_blue_proxy,1,random,8,-0.005024313926696777,0.05417533218860626,0.07508715987205505,-0.0014848103746771812,0.9961208767361112,False,False
101,red_minus_blue_proxy,1,random,9,0.06442099809646606,0.07808730751276016,-0.018978357315063477,-0.0009909449145197868,0.9972873263888888,False,False
101,red_minus_blue_proxy,1,random,10,0.025444507598876953,0.2552269697189331,-0.11081099510192871,-0.0002699214965105057,0.9977484809027778,False,False
101,red_minus_blue_proxy,1,random,11,-0.3556770086288452,0.06903369724750519,-0.09038752317428589,-0.0003114147111773491,0.9976671006944444,False,False
101,red_minus_blue_proxy,1,random,12,-0.02836674451828003,0.09928734600543976,-0.016844451427459717,-0.0021292706951498985,0.9974229600694444,False,False
101,red_minus_blue_proxy,1,random,13,0.1351204514503479,0.06197904050350189,-0.0078715980052948,-0.0010398300364613533,0.99560546875,False,False
101,red_minus_blue_proxy,1,random,14,0.07584875822067261,0.10988113284111023,0.09677428007125854,0.0034729372709989548,0.9969075520833334,False,False
101,red_minus_blue_proxy,1,random,15,-0.13153433799743652,0.08939597010612488,-0.05952244997024536,0.0018001645803451538,0.9976671006944444,False,False
101,red_minus_blue_proxy,1,random,16,-0.05238938331604004,0.09300179779529572,0.001814723014831543,-0.002961215563118458,0.9984537760416666,False,False
101,red_minus_blue_proxy,1,random,17,-0.016820311546325684,0.13209962844848633,0.137943297624588,0.0032136254012584686,0.9970431857638888,False,False
101,red_minus_blue_proxy,1,random,18,-0.104198157787323,0.03675268590450287,0.08828356862068176,0.0022714249789714813,0.9969346788194444,False,False
101,red_minus_blue_proxy,1,random,19,0.08324384689331055,0.14426246285438538,0.050448477268218994,-0.0020067906007170677,0.997314453125,False,False
101,intensity_sd_proxy,-1,gcia_proxy,-1,-1.8211915493011475,8.940696716308594e-07,-0.1133696585893631,0.013413531705737114,0.9979112413194444,True,False
101,intensity_sd_proxy,-1,random,0,0.05089700222015381,0.08579526096582413,-0.006960973143577576,-0.0016756253316998482,0.9972873263888888,False,False
101,intensity_sd_proxy,-1,random,1,-0.08028823137283325,0.14072231948375702,-0.07188165187835693,0.00120607390999794,0.9966634114583334,False,False
101,intensity_sd_proxy,-1,random,2,0.003500014543533325,0.015872657299041748,-0.09579947590827942,0.0044046249240636826,0.9972059461805556,False,False
101,intensity_sd_proxy,-1,random,3,-0.06361620128154755,0.05814342200756073,-0.0062089040875434875,-0.0034191999584436417,0.9969618055555556,False,False
101,intensity_sd_proxy,-1,random,4,0.1646617203950882,0.11399471759796143,0.05056433379650116,0.0005051307380199432,0.997314453125,False,False
101,intensity_sd_proxy,-1,random,5,-0.0625566691160202,0.06578488647937775,-0.013523310422897339,0.0020507201552391052,0.9976942274305556,False,False
101,intensity_sd_proxy,-1,random,6,0.021581798791885376,0.13053113222122192,0.05828697979450226,-0.0013481630012392998,0.998291015625,False,False
101,intensity_sd_proxy,-1,random,7,0.16584986448287964,0.02962420880794525,0.0013787299394607544,0.0007764995098114014,0.9986979166666666,False,False
101,intensity_sd_proxy,-1,random,8,0.03823179006576538,0.05353543162345886,0.014281176030635834,-0.0014438387006521225,0.9976128472222222,False,False
101,intensity_sd_proxy,-1,random,9,0.007831811904907227,0.048055410385131836,-0.02132955938577652,0.00802241638302803,0.9963650173611112,False,False
101,intensity_sd_proxy,-1,random,10,-0.03887547552585602,0.09816648066043854,-0.11764782667160034,0.0013440661132335663,0.9969889322916666,False,False
101,intensity_sd_proxy,-1,random,11,-0.015878796577453613,0.10731129348278046,-0.08183275163173676,0.0015960559248924255,0.9985894097222222,False,False
101,intensity_sd_proxy,-1,random,12,0.03504571318626404,0.1621972769498825,-0.05476284772157669,0.0003597550094127655,0.9966091579861112,False,False
101,intensity_sd_proxy,-1,random,13,-0.015254199504852295,0.07148037850856781,0.052493780851364136,0.0033908989280462265,0.9973415798611112,False,False
101,intensity_sd_proxy,-1,random,14,-0.07906976342201233,0.20247255265712738,0.09556907415390015,-0.002234804444015026,0.9980740017361112,False,False
101,intensity_sd_proxy,-1,random,15,-0.019756749272346497,0.06849175691604614,0.03236205875873566,-0.0034027788788080215,0.9974772135416666,False,False
101,intensity_sd_proxy,-1,random,16,-0.03583122789859772,0.10319489240646362,-0.07100427895784378,0.007035285234451294,0.9975857204861112,False,False
101,intensity_sd_proxy,-1,random,17,0.10813585668802261,0.1437045782804489,0.05057483911514282,-1.2625008821487427e-05,0.9974500868055556,False,False
