patient,seed,fraction,method,repeat,predicted_class_drop
162,11,0.2,random,2,0.0057253241539001465
162,11,0.2,random,3,0.007151603698730469
162,11,0.2,random,4,0.007507801055908203
162,11,0.2,random,5,0.011761009693145752
162,11,0.2,random,6,0.0077956318855285645
162,11,0.2,random,7,0.02075672149658203
162,11,0.2,random,8,0.014129698276519775
162,11,0.2,random,9,0.005080699920654297
162,11,0.2,random,10,0.01863771677017212
162,11,0.2,random,11,0.010602176189422607
162,11,0.2,random,12,0.012745082378387451
162,11,0.2,random,13,0.0062996745109558105
162,11,0.2,random,14,0.01346510648727417
162,11,0.2,random,15,0.016895592212677002
162,11,0.2,random,16,0.009022891521453857
162,11,0.2,random,17,0.011476576328277588
162,11,0.2,random,18,0.0064318180084228516
162,11,0.2,random,19,0.007320582866668701
162,23,0.05,gnnexplainer,-1,0.007541358470916748
162,23,0.05,random,0,0.004324138164520264
162,23,0.05,random,1,0.002742946147918701
162,23,0.05,random,2,0.0022947192192077637
162,23,0.05,random,3,0.001464545726776123
162,23,0.05,random,4,0.0021994709968566895
162,23,0.05,random,5,0.002417325973510742
162,23,0.05,random,6,0.0016959309577941895
162,23,0.05,random,7,0.0014134049415588379
162,23,0.05,random,8,0.0018572807312011719
162,23,0.05,random,9,0.0015519261360168457
162,23,0.05,random,10,0.0024190545082092285
162,23,0.05,random,11,0.0030178427696228027
162,23,0.05,random,12,0.0020995140075683594
162,23,0.05,random,13,0.0038766860961914062
162,23,0.05,random,14,0.0013580322265625
162,23,0.05,random,15,0.000769197940826416
162,23,0.05,random,16,0.002992868423461914
162,23,0.05,random,17,0.002202332019805908
162,23,0.05,random,18,0.003238499164581299
162,23,0.05,random,19,0.0014889836311340332
162,23,0.1,gnnexplainer,-1,0.021458327770233154
162,23,0.1,random,0,0.0021345019340515137
162,23,0.1,random,1,0.006350338459014893
162,23,0.1,random,2,0.0043108463287353516
162,23,0.1,random,3,0.003277719020843506
162,23,0.1,random,4,0.00913858413696289
162,23,0.1,random,5,0.0033335089683532715
162,23,0.1,random,6,0.0063242316246032715
162,23,0.1,random,7,0.009557962417602539
162,23,0.1,random,8,0.007770359516143799
162,23,0.1,random,9,-0.0005810856819152832
162,23,0.1,random,10,0.0014841556549072266
162,23,0.1,random,11,0.004631936550140381
162,23,0.1,random,12,0.008503735065460205
162,23,0.1,random,13,0.00397568941116333
162,23,0.1,random,14,0.0036859512329101562
162,23,0.1,random,15,0.003575146198272705
162,23,0.1,random,16,0.0025780200958251953
162,23,0.1,random,17,0.0031120777130126953
162,23,0.1,random,18,0.0033869147300720215
162,23,0.1,random,19,0.0022371411323547363
162,23,0.2,gnnexplainer,-1,0.08011370897293091
162,23,0.2,random,0,0.018084347248077393
162,23,0.2,random,1,0.004192531108856201
162,23,0.2,random,2,0.011069715023040771
162,23,0.2,random,3,0.005175411701202393
162,23,0.2,random,4,0.016404390335083008
162,23,0.2,random,5,0.010481595993041992
162,23,0.2,random,6,0.008768856525421143
162,23,0.2,random,7,0.005944550037384033
162,23,0.2,random,8,0.00923919677734375
162,23,0.2,random,9,0.0013089776039123535
162,23,0.2,random,10,0.011126279830932617
162,23,0.2,random,11,0.015702545642852783
162,23,0.2,random,12,0.01511472463607788
162,23,0.2,random,13,0.005926609039306641
162,23,0.2,random,14,0.009317457675933838
162,23,0.2,random,15,0.0034953951835632324
162,23,0.2,random,16,0.0083274245262146
162,23,0.2,random,17,0.008246898651123047
162,23,0.2,random,18,0.01176983118057251
162,23,0.2,random,19,0.007357597351074219
162,37,0.05,gnnexplainer,-1,0.007909715175628662
162,37,0.05,random,0,0.0022397637367248535
162,37,0.05,random,1,0.00102919340133667
162,37,0.05,random,2,0.0022156834602355957
162,37,0.05,random,3,0.0012937188148498535
162,37,0.05,random,4,0.0018069744110107422
162,37,0.05,random,5,0.00037354230880737305
162,37,0.05,random,6,0.0008785128593444824
162,37,0.05,random,7,0.001497507095336914
162,37,0.05,random,8,0.002827167510986328
162,37,0.05,random,9,0.0016575455665588379
162,37,0.05,random,10,0.0031993985176086426
162,37,0.05,random,11,0.0015395283699035645
162,37,0.05,random,12,0.001621246337890625
162,37,0.05,random,13,0.005686938762664795
162,37,0.05,random,14,-5.27501106262207e-05
162,37,0.05,random,15,0.0024039149284362793
162,37,0.05,random,16,0.0025770068168640137
162,37,0.05,random,17,0.001994788646697998
162,37,0.05,random,18,0.002849102020263672
162,37,0.05,random,19,0.004478514194488525
162,37,0.1,gnnexplainer,-1,0.02022266387939453
162,37,0.1,random,0,0.0026175379753112793
162,37,0.1,random,1,0.005363941192626953
162,37,0.1,random,2,0.004094600677490234
162,37,0.1,random,3,0.003238856792449951
162,37,0.1,random,4,0.003544628620147705
162,37,0.1,random,5,0.009593486785888672
162,37,0.1,random,6,0.00424957275390625
162,37,0.1,random,7,0.0023781657218933105
162,37,0.1,random,8,0.0025832056999206543
162,37,0.1,random,9,0.005164623260498047
162,37,0.1,random,10,0.0006918907165527344
162,37,0.1,random,11,0.003272712230682373
162,37,0.1,random,12,0.001819908618927002
162,37,0.1,random,13,0.002215147018432617
162,37,0.1,random,14,0.003853321075439453
162,37,0.1,random,15,-5.8650970458984375e-05
162,37,0.1,random,16,0.003721773624420166
162,37,0.1,random,17,0.00445866584777832
162,37,0.1,random,18,0.0036182403564453125
162,37,0.1,random,19,0.010229766368865967
162,37,0.2,gnnexplainer,-1,0.08011370897293091
162,37,0.2,random,0,0.011085569858551025
162,37,0.2,random,1,0.0063437819480896
162,37,0.2,random,2,0.012546062469482422
162,37,0.2,random,3,0.00967484712600708
162,37,0.2,random,4,0.0191001296043396
162,37,0.2,random,5,0.013419091701507568
162,37,0.2,random,6,0.01135319471359253
162,37,0.2,random,7,0.016916990280151367
162,37,0.2,random,8,0.004774749279022217
162,37,0.2,random,9,0.007497549057006836
162,37,0.2,random,10,0.015765249729156494
162,37,0.2,random,11,0.009399116039276123
162,37,0.2,random,12,0.016256868839263916
162,37,0.2,random,13,0.011709153652191162
162,37,0.2,random,14,0.009275436401367188
162,37,0.2,random,15,0.005955219268798828
162,37,0.2,random,16,0.013239860534667969
162,37,0.2,random,17,0.005354583263397217
162,37,0.2,random,18,0.014905273914337158
162,37,0.2,random,19,0.006342947483062744
178,11,0.05,gnnexplainer,-1,0.0031493306159973145
178,11,0.05,random,0,0.001836538314819336
178,11,0.05,random,1,0.0018227696418762207
178,11,0.05,random,2,0.0015407800674438477
178,11,0.05,random,3,0.0014706850051879883
178,11,0.05,random,4,0.0016408562660217285
178,11,0.05,random,5,0.001237034797668457
178,11,0.05,random,6,0.00116044282913208
178,11,0.05,random,7,0.0010832548141479492
178,11,0.05,random,8,0.0010453462600708008
178,11,0.05,random,9,0.001134037971496582
178,11,0.05,random,10,0.0012867450714111328
178,11,0.05,random,11,0.001265883445739746
178,11,0.05,random,12,0.001030266284942627
178,11,0.05,random,13,0.002102494239807129
178,11,0.05,random,14,0.0010467171669006348
178,11,0.05,random,15,0.00145721435546875
178,11,0.05,random,16,0.001110851764678955
178,11,0.05,random,17,0.00045013427734375
178,11,0.05,random,18,0.0010057687759399414
178,11,0.05,random,19,0.001421511173248291
178,11,0.1,gnnexplainer,-1,0.005999386310577393
178,11,0.1,random,0,0.003525376319885254
178,11,0.1,random,1,0.002012789249420166
178,11,0.1,random,2,0.0024772286415100098
178,11,0.1,random,3,0.0031174421310424805
178,11,0.1,random,4,0.003011047840118408
178,11,0.1,random,5,0.0033513307571411133
178,11,0.1,random,6,0.003348112106323242
178,11,0.1,random,7,0.0021578073501586914
178,11,0.1,random,8,0.0029864907264709473
178,11,0.1,random,9,0.0039255619049072266
178,11,0.1,random,10,0.0025899410247802734
178,11,0.1,random,11,0.001837313175201416
178,11,0.1,random,12,0.001420736312866211
178,11,0.1,random,13,0.003689885139465332
178,11,0.1,random,14,0.0026137828826904297
178,11,0.1,random,15,0.0018197298049926758
178,11,0.1,random,16,0.0025361180305480957
178,11,0.1,random,17,0.002647697925567627
178,11,0.1,random,18,0.001617729663848877
178,11,0.1,random,19,0.0033901333808898926
178,11,0.2,gnnexplainer,-1,0.013193607330322266
178,11,0.2,random,0,0.007638275623321533
178,11,0.2,random,1,0.007314503192901611
178,11,0.2,random,2,0.009357690811157227
178,11,0.2,random,3,0.007202446460723877
178,11,0.2,random,4,0.006295979022979736
178,11,0.2,random,5,0.005589962005615234
178,11,0.2,random,6,0.006417572498321533
178,11,0.2,random,7,0.006986021995544434
178,11,0.2,random,8,0.00604778528213501
178,11,0.2,random,9,0.0057561397552490234
178,11,0.2,random,10,0.004848003387451172
178,11,0.2,random,11,0.005654871463775635
178,11,0.2,random,12,0.004905104637145996
178,11,0.2,random,13,0.006164610385894775
178,11,0.2,random,14,0.009186863899230957
178,11,0.2,random,15,0.006018996238708496
178,11,0.2,random,16,0.004137158393859863
178,11,0.2,random,17,0.006878018379211426
178,11,0.2,random,18,0.004711031913757324
178,11,0.2,random,19,0.00721508264541626
178,23,0.05,gnnexplainer,-1,0.0031493306159973145
178,23,0.05,random,0,0.0014350414276123047
178,23,0.05,random,1,0.0010948777198791504
178,23,0.05,random,2,0.0007314682006835938
178,23,0.05,random,3,0.0015814900398254395
178,23,0.05,random,4,0.0009687542915344238
178,23,0.05,random,5,0.001244187355041504
178,23,0.05,random,6,0.0009041428565979004
178,23,0.05,random,7,0.0014491081237792969
178,23,0.05,random,8,0.0014472603797912598
178,23,0.05,random,9,0.0007553696632385254
178,23,0.05,random,10,0.0013387203216552734
178,23,0.05,random,11,0.0015485882759094238
178,23,0.05,random,12,0.0013338327407836914
178,23,0.05,random,13,0.001019597053527832
178,23,0.05,random,14,0.0012229084968566895
178,23,0.05,random,15,0.0014415383338928223
178,23,0.05,random,16,0.002205371856689453
178,23,0.05,random,17,0.00136643648147583
178,23,0.05,random,18,0.0011048316955566406
178,23,0.05,random,19,0.001300215721130371
178,23,0.1,gnnexplainer,-1,0.006935834884643555
178,23,0.1,random,0,0.002209007740020752
178,23,0.1,random,1,0.0038814544677734375
178,23,0.1,random,2,0.0024785995483398438
178,23,0.1,random,3,0.0013681650161743164
178,23,0.1,random,4,0.0017604827880859375
178,23,0.1,random,5,0.003154158592224121
178,23,0.1,random,6,0.003343641757965088
178,23,0.1,random,7,0.002683699131011963
178,23,0.1,random,8,0.0021572113037109375
178,23,0.1,random,9,0.003243744373321533
178,23,0.1,random,10,0.0032062530517578125
178,23,0.1,random,11,0.0028718113899230957
178,23,0.1,random,12,0.00367891788482666
178,23,0.1,random,13,0.0025454163551330566
178,23,0.1,random,14,0.0022235512733459473
178,23,0.1,random,15,0.0024750828742980957
178,23,0.1,random,16,0.0025670528411865234
178,23,0.1,random,17,0.001911461353302002
178,23,0.1,random,18,0.0016636848449707031
178,23,0.1,random,19,0.002209305763244629
178,23,0.2,gnnexplainer,-1,0.013890743255615234
178,23,0.2,random,0,0.0059043169021606445
178,23,0.2,random,1,0.007129192352294922
178,23,0.2,random,2,0.006196796894073486
178,23,0.2,random,3,0.0031719207763671875
178,23,0.2,random,4,0.0052977800369262695
178,23,0.2,random,5,0.007816195487976074
178,23,0.2,random,6,0.006326436996459961
178,23,0.2,random,7,0.004381656646728516
178,23,0.2,random,8,0.0073277950286865234
178,23,0.2,random,9,0.00866854190826416
178,23,0.2,random,10,0.005082964897155762
178,23,0.2,random,11,0.009058475494384766
178,23,0.2,random,12,0.005875706672668457
178,23,0.2,random,13,0.007509827613830566
178,23,0.2,random,14,0.007177829742431641
178,23,0.2,random,15,0.007529556751251221
178,23,0.2,random,16,0.008572399616241455
178,23,0.2,random,17,0.008018970489501953
178,23,0.2,random,18,0.004330992698669434
178,23,0.2,random,19,0.004624485969543457
178,37,0.05,gnnexplainer,-1,0.0031834840774536133
178,37,0.05,random,0,0.0012703537940979004
178,37,0.05,random,1,0.0018554925918579102
178,37,0.05,random,2,0.0008926987648010254
178,37,0.05,random,3,0.0011143684387207031
178,37,0.05,random,4,0.0009275674819946289
178,37,0.05,random,5,0.0011092424392700195
178,37,0.05,random,6,0.0013643503189086914
178,37,0.05,random,7,0.0010676383972167969
178,37,0.05,random,8,0.0004990696907043457
178,37,0.05,random,9,0.0014143586158752441
178,37,0.05,random,10,0.001591801643371582
178,37,0.05,random,11,0.0012038946151733398
178,37,0.05,random,12,0.0015807151794433594
178,37,0.05,random,13,0.0014069080352783203
178,37,0.05,random,14,0.0011112689971923828
178,37,0.05,random,15,0.0014756321907043457
178,37,0.05,random,16,0.001004338264465332
178,37,0.05,random,17,0.0012578964233398438
178,37,0.05,random,18,0.0016102790832519531
178,37,0.05,random,19,0.0012872815132141113
178,37,0.1,gnnexplainer,-1,0.006935834884643555
178,37,0.1,random,0,0.002337813377380371
178,37,0.1,random,1,0.0018650293350219727
178,37,0.1,random,2,0.002087891101837158
178,37,0.1,random,3,0.0037523508071899414
178,37,0.1,random,4,0.003422081470489502
178,37,0.1,random,5,0.0014494657516479492
178,37,0.1,random,6,0.002724945545196533
178,37,0.1,random,7,0.0027298927307128906
178,37,0.1,random,8,0.0029094815254211426
178,37,0.1,random,9,0.002816319465637207
178,37,0.1,random,10,0.003243744373321533
178,37,0.1,random,11,0.002698183059692383
178,37,0.1,random,12,0.002441883087158203
178,37,0.1,random,13,0.0010019540786743164
178,37,0.1,random,14,0.0024314522743225098
178,37,0.1,random,15,0.0027832984924316406
178,37,0.1,random,16,0.0019307732582092285
178,37,0.1,random,17,0.0029216408729553223
178,37,0.1,random,18,0.002581477165222168
178,37,0.1,random,19,0.0018184185028076172
178,37,0.2,gnnexplainer,-1,0.014598488807678223
178,37,0.2,random,0,0.00391232967376709
178,37,0.2,random,1,0.0044136643409729
178,37,0.2,random,2,0.006376385688781738
178,37,0.2,random,3,0.010608971118927002
178,37,0.2,random,4,0.008492350578308105
178,37,0.2,random,5,0.004911243915557861
178,37,0.2,random,6,0.005753874778747559
178,37,0.2,random,7,0.005267620086669922
178,37,0.2,random,8,0.006498157978057861
178,37,0.2,random,9,0.005910217761993408
178,37,0.2,random,10,0.008217573165893555
178,37,0.2,random,11,0.006629586219787598
178,37,0.2,random,12,0.007180511951446533
178,37,0.2,random,13,0.005831241607666016
178,37,0.2,random,14,0.008649468421936035
178,37,0.2,random,15,0.005403578281402588
178,37,0.2,random,16,0.005774736404418945
178,37,0.2,random,17,0.006537199020385742
178,37,0.2,random,18,0.004429817199707031
178,37,0.2,random,19,0.005690157413482666
179,11,0.05,gnnexplainer,-1,0.004369616508483887
179,11,0.05,random,0,0.0014809370040893555
179,11,0.05,random,1,0.0009166598320007324
179,11,0.05,random,2,0.0008157491683959961
179,11,0.05,random,3,0.0012598037719726562
179,11,0.05,random,4,0.0014444589614868164
179,11,0.05,random,5,0.0009984374046325684
179,11,0.05,random,6,0.0005909204483032227
179,11,0.05,random,7,0.0015780925750732422
179,11,0.05,random,8,0.0007242560386657715
179,11,0.05,random,9,0.0009378790855407715
179,11,0.05,random,10,0.000639796257019043
179,11,0.05,random,11,0.0015170574188232422
179,11,0.05,random,12,0.001117706298828125
179,11,0.05,random,13,0.0006886720657348633
179,11,0.05,random,14,0.0019791126251220703
179,11,0.05,random,15,0.0020152926445007324
179,11,0.05,random,16,0.0009158849716186523
179,11,0.05,random,17,0.0011019706726074219
179,11,0.05,random,18,0.0017251968383789062
179,11,0.05,random,19,0.001159369945526123
179,11,0.1,gnnexplainer,-1,0.008852481842041016
179,11,0.1,random,0,0.004830360412597656
179,11,0.1,random,1,0.0025297999382019043
179,11,0.1,random,2,0.003311753273010254
179,11,0.1,random,3,0.00231093168258667
179,11,0.1,random,4,0.004175543785095215
179,11,0.1,random,5,0.0018759965896606445
179,11,0.1,random,6,0.0031342506408691406
179,11,0.1,random,7,0.0033948421478271484
179,11,0.1,random,8,0.0028864145278930664
179,11,0.1,random,9,0.0018780231475830078
179,11,0.1,random,10,0.0019865036010742188
179,11,0.1,random,11,0.002453923225402832
179,11,0.1,random,12,0.004115283489227295
179,11,0.1,random,13,0.0031054019927978516
179,11,0.1,random,14,0.002293109893798828
179,11,0.1,random,15,0.0025730133056640625
179,11,0.1,random,16,0.005134284496307373
179,11,0.1,random,17,0.001498401165008545
179,11,0.1,random,18,0.001728057861328125
179,11,0.1,random,19,0.001273810863494873
179,11,0.2,gnnexplainer,-1,0.01705402135848999
179,11,0.2,random,0,0.008241891860961914
179,11,0.2,random,1,0.005797088146209717
179,11,0.2,random,2,0.00835120677947998
179,11,0.2,random,3,0.010433554649353027
179,11,0.2,random,4,0.008840978145599365
179,11,0.2,random,5,0.00863349437713623
179,11,0.2,random,6,0.00438159704208374
179,11,0.2,random,7,0.005024611949920654
179,11,0.2,random,8,0.00658869743347168
179,11,0.2,random,9,0.01049131155014038
179,11,0.2,random,10,0.0022687315940856934
179,11,0.2,random,11,0.00823897123336792
179,11,0.2,random,12,0.005132853984832764
179,11,0.2,random,13,0.005937337875366211
179,11,0.2,random,14,0.004080712795257568
179,11,0.2,random,15,0.009599626064300537
179,11,0.2,random,16,0.008726239204406738
179,11,0.2,random,17,0.006036996841430664
179,11,0.2,random,18,0.004364669322967529
179,11,0.2,random,19,0.008352458477020264
179,23,0.05,gnnexplainer,-1,0.004755496978759766
179,23,0.05,random,0,0.0012515783309936523
179,23,0.05,random,1,0.000895380973815918
179,23,0.05,random,2,0.0006880760192871094
179,23,0.05,random,3,0.001344144344329834
179,23,0.05,random,4,0.0009539127349853516
179,23,0.05,random,5,0.0017473697662353516
179,23,0.05,random,6,0.0017325282096862793
179,23,0.05,random,7,0.002699553966522217
179,23,0.05,random,8,0.0007247328758239746
179,23,0.05,random,9,0.0006889700889587402
179,23,0.05,random,10,0.0020221471786499023
179,23,0.05,random,11,0.0017785429954528809
179,23,0.05,random,12,0.0008560419082641602
179,23,0.05,random,13,0.0030760765075683594
179,23,0.05,random,14,0.0017348527908325195
179,23,0.05,random,15,0.00042551755905151367
179,23,0.05,random,16,0.0027341246604919434
179,23,0.05,random,17,0.0025260448455810547
179,23,0.05,random,18,0.0013663768768310547
179,23,0.05,random,19,0.0008714199066162109
179,23,0.1,gnnexplainer,-1,0.008885800838470459
179,23,0.1,random,0,0.0026320815086364746
179,23,0.1,random,1,0.0034543275833129883
179,23,0.1,random,2,0.002561211585998535
179,23,0.1,random,3,0.002167344093322754
179,23,0.1,random,4,0.003635108470916748
179,23,0.1,random,5,0.0026387572288513184
179,23,0.1,random,6,0.0025643110275268555
179,23,0.1,random,7,0.003542602062225342
179,23,0.1,random,8,0.0030449628829956055
179,23,0.1,random,9,0.0013767480850219727
179,23,0.1,random,10,0.0023813247680664062
179,23,0.1,random,11,0.0020723342895507812
179,23,0.1,random,12,0.0020771026611328125
179,23,0.1,random,13,0.0010052919387817383
179,23,0.1,random,14,0.0012519359588623047
179,23,0.1,random,15,0.0015790462493896484
179,23,0.1,random,16,0.003641784191131592
179,23,0.1,random,17,0.0030454397201538086
179,23,0.1,random,18,0.004177451133728027
179,23,0.1,random,19,0.0033509135246276855
179,23,0.2,gnnexplainer,-1,0.01970595121383667
179,23,0.2,random,0,0.007538795471191406
179,23,0.2,random,1,0.008177876472473145
179,23,0.2,random,2,0.007472634315490723
179,23,0.2,random,3,0.007049083709716797
179,23,0.2,random,4,0.006514072418212891
179,23,0.2,random,5,0.00568699836730957
179,23,0.2,random,6,0.006711363792419434
179,23,0.2,random,7,0.01013791561126709
179,23,0.2,random,8,0.005081355571746826
179,23,0.2,random,9,0.004880368709564209
179,23,0.2,random,10,0.004452228546142578
179,23,0.2,random,11,0.007450103759765625
179,23,0.2,random,12,0.006173074245452881
179,23,0.2,random,13,0.005093932151794434
179,23,0.2,random,14,0.004760384559631348
179,23,0.2,random,15,0.007508039474487305
179,23,0.2,random,16,0.0044519901275634766
179,23,0.2,random,17,0.003876626491546631
179,23,0.2,random,18,0.008906126022338867
179,23,0.2,random,19,0.004152774810791016
179,37,0.05,gnnexplainer,-1,0.003849029541015625
179,37,0.05,random,0,0.0017227530479431152
179,37,0.05,random,1,0.0023244619369506836
179,37,0.05,random,2,0.0021229982376098633
179,37,0.05,random,3,0.0008499026298522949
179,37,0.05,random,4,0.0006552934646606445
179,37,0.05,random,5,0.001686692237854004
179,37,0.05,random,6,0.001345813274383545
179,37,0.05,random,7,0.00047576427459716797
179,37,0.05,random,8,0.0013668537139892578
179,37,0.05,random,9,0.0013427138328552246
179,37,0.05,random,10,0.0015909075736999512
179,37,0.05,random,11,0.0009952783584594727
179,37,0.05,random,12,0.0007156133651733398
179,37,0.05,random,13,0.0010859370231628418
179,37,0.05,random,14,0.0017257928848266602
179,37,0.05,random,15,0.0018212199211120605
179,37,0.05,random,16,0.0008778572082519531
179,37,0.05,random,17,0.0010158419609069824
179,37,0.05,random,18,0.0014641284942626953
179,37,0.05,random,19,0.0015147924423217773
179,37,0.1,gnnexplainer,-1,0.009046196937561035
179,37,0.1,random,0,0.0024992823600769043
179,37,0.1,random,1,0.0017600059509277344
179,37,0.1,random,2,0.002856731414794922
179,37,0.1,random,3,0.004383087158203125
179,37,0.1,random,4,0.0023193359375
179,37,0.1,random,5,0.002498030662536621
179,37,0.1,random,6,0.0014848709106445312
179,37,0.1,random,7,0.003289163112640381
179,37,0.1,random,8,0.0022019147872924805
179,37,0.1,random,9,0.003142118453979492
179,37,0.1,random,10,0.002666652202606201
179,37,0.1,random,11,0.0027440786361694336
179,37,0.1,random,12,0.0030721426010131836
179,37,0.1,random,13,0.002681136131286621
179,37,0.1,random,14,0.0026636123657226562
179,37,0.1,random,15,0.002588629722595215
179,37,0.1,random,16,0.0016507506370544434
179,37,0.1,random,17,0.00010395050048828125
179,37,0.1,random,18,0.0035452842712402344
179,37,0.1,random,19,0.004956841468811035
179,37,0.2,gnnexplainer,-1,0.016661643981933594
179,37,0.2,random,0,0.005783677101135254
179,37,0.2,random,1,0.004784703254699707
179,37,0.2,random,2,0.005521953105926514
179,37,0.2,random,3,0.007674813270568848
179,37,0.2,random,4,0.006234526634216309
179,37,0.2,random,5,0.005681216716766357
179,37,0.2,random,6,0.005257070064544678
179,37,0.2,random,7,0.008056044578552246
179,37,0.2,random,8,0.006339550018310547
179,37,0.2,random,9,0.006373107433319092
179,37,0.2,random,10,0.006769418716430664
179,37,0.2,random,11,0.009481370449066162
179,37,0.2,random,12,0.009531855583190918
179,37,0.2,random,13,0.0051964521408081055
179,37,0.2,random,14,0.009890973567962646
179,37,0.2,random,15,0.0043888092041015625
179,37,0.2,random,16,0.008859038352966309
179,37,0.2,random,17,0.008701980113983154
179,37,0.2,random,18,0.009368062019348145
179,37,0.2,random,19,0.004965782165527344
22,11,0.05,gnnexplainer,-1,0.11919932067394257
22,11,0.05,random,0,0.040487051010131836
22,11,0.05,random,1,0.023654073476791382
22,11,0.05,random,2,-0.00837564468383789
22,11,0.05,random,3,0.034821152687072754
22,11,0.05,random,4,0.029258012771606445
22,11,0.05,random,5,0.00899931788444519
22,11,0.05,random,6,0.05474807322025299
22,11,0.05,random,7,-0.02094036340713501
22,11,0.05,random,8,-0.013068556785583496
22,11,0.05,random,9,0.002847045660018921
22,11,0.05,random,10,-0.021822288632392883
22,11,0.05,random,11,-0.03996346890926361
22,11,0.05,random,12,0.031660065054893494
22,11,0.05,random,13,-0.0055314600467681885
22,11,0.05,random,14,-0.00018829107284545898
22,11,0.05,random,15,0.015272378921508789
22,11,0.05,random,16,0.06990410387516022
22,11,0.05,random,17,0.022422119975090027
22,11,0.05,random,18,0.029792040586471558
22,11,0.05,random,19,-0.0012370944023132324
22,11,0.1,gnnexplainer,-1,0.20164747536182404
22,11,0.1,random,0,0.08204604685306549
22,11,0.1,random,1,0.0018900483846664429
22,11,0.1,random,2,-0.008143097162246704
22,11,0.1,random,3,0.07930673658847809
22,11,0.1,random,4,-0.0016334354877471924
22,11,0.1,random,5,-0.059144675731658936
22,11,0.1,random,6,0.015045613050460815
22,11,0.1,random,7,0.03120708465576172
22,11,0.1,random,8,-0.009379297494888306
22,11,0.1,random,9,-0.0003555715084075928
22,11,0.1,random,10,0.02261166274547577
22,11,0.1,random,11,0.027336180210113525
22,11,0.1,random,12,0.023358330130577087
22,11,0.1,random,13,0.04699563980102539
22,11,0.1,random,14,0.03194253146648407
22,11,0.1,random,15,0.060748979449272156
22,11,0.1,random,16,0.006118893623352051
22,11,0.1,random,17,0.011456698179244995
22,11,0.1,random,18,-6.99162483215332e-05
22,11,0.1,random,19,0.04910688102245331
22,11,0.2,gnnexplainer,-1,0.339789554476738
22,11,0.2,random,0,-0.011004894971847534
22,11,0.2,random,1,0.11058951914310455
22,11,0.2,random,2,0.11396555602550507
22,11,0.2,random,3,0.08155025541782379
22,11,0.2,random,4,0.0019054412841796875
22,11,0.2,random,5,0.1025124043226242
22,11,0.2,random,6,0.08464257419109344
22,11,0.2,random,7,0.03447568416595459
22,11,0.2,random,8,0.014440104365348816
22,11,0.2,random,9,0.040045008063316345
22,11,0.2,random,10,0.09258298575878143
22,11,0.2,random,11,0.003200024366378784
22,11,0.2,random,12,0.028018653392791748
22,11,0.2,random,13,-0.039351508021354675
22,11,0.2,random,14,0.0431036651134491
22,11,0.2,random,15,0.07961921393871307
22,11,0.2,random,16,0.10415010154247284
22,11,0.2,random,17,-0.0005877763032913208
22,11,0.2,random,18,0.06856127083301544
22,11,0.2,random,19,0.08448250591754913
22,23,0.05,gnnexplainer,-1,0.11919932067394257
22,23,0.05,random,0,0.03129348158836365
22,23,0.05,random,1,0.0452256053686142
22,23,0.05,random,2,0.03948436677455902
22,23,0.05,random,3,0.04883068799972534
22,23,0.05,random,4,0.023608267307281494
22,23,0.05,random,5,0.040019989013671875
22,23,0.05,random,6,0.01018783450126648
22,23,0.05,random,7,0.03150336444377899
22,23,0.05,random,8,0.0444670170545578
22,23,0.05,random,9,0.027095481753349304
22,23,0.05,random,10,0.012800753116607666
22,23,0.05,random,11,0.04355520009994507
22,23,0.05,random,12,0.017585203051567078
22,23,0.05,random,13,-0.022425860166549683
22,23,0.05,random,14,-0.0055453479290008545
22,23,0.05,random,15,0.030857235193252563
22,23,0.05,random,16,0.017911702394485474
22,23,0.05,random,17,-0.0005409270524978638
22,23,0.05,random,18,0.010181650519371033
22,23,0.05,random,19,0.002283930778503418
22,23,0.1,gnnexplainer,-1,0.20164747536182404
22,23,0.1,random,0,-0.015616923570632935
22,23,0.1,random,1,0.018243640661239624
22,23,0.1,random,2,0.03286486864089966
22,23,0.1,random,3,0.016433298587799072
22,23,0.1,random,4,-0.022591114044189453
22,23,0.1,random,5,0.055272504687309265
22,23,0.1,random,6,-0.0057801008224487305
22,23,0.1,random,7,0.010174781084060669
22,23,0.1,random,8,0.049677684903144836
22,23,0.1,random,9,0.04752223193645477
22,23,0.1,random,10,0.10810638964176178
22,23,0.1,random,11,0.009331285953521729
22,23,0.1,random,12,0.061588093638420105
22,23,0.1,random,13,0.02978050708770752
22,23,0.1,random,14,0.012803837656974792
22,23,0.1,random,15,0.1074758917093277
22,23,0.1,random,16,-0.03148558735847473
22,23,0.1,random,17,0.03672301769256592
22,23,0.1,random,18,0.018158644437789917
22,23,0.1,random,19,0.06046395003795624
22,23,0.2,gnnexplainer,-1,0.30666767060756683
22,23,0.2,random,0,0.0923728197813034
22,23,0.2,random,1,0.023037463426589966
22,23,0.2,random,2,-0.021399319171905518
22,23,0.2,random,3,0.018050551414489746
22,23,0.2,random,4,0.08243794739246368
22,23,0.2,random,5,0.06681396067142487
22,23,0.2,random,6,0.02784942090511322
22,23,0.2,random,7,-0.011193349957466125
22,23,0.2,random,8,0.026933252811431885
22,23,0.2,random,9,0.056282803416252136
22,23,0.2,random,10,0.08979655802249908
22,23,0.2,random,11,0.041462451219558716
22,23,0.2,random,12,0.020521730184555054
22,23,0.2,random,13,0.08332343399524689
22,23,0.2,random,14,0.0974990576505661
