architecture,seed,concept,layer,test_patient,train_patients,mse,shuffled_mse,constant_mse
GCN,71,stroma,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08749728014846542,0.02893053024426724,0.036240552967178735
GCN,71,stroma,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.05217556470837982,0.030416200054737753,0.036240552967178735
GCN,71,stroma,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.040384815487790784,0.0368665461275569,0.036240552967178735
GCN,71,stroma,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.18738358711685543,0.28965246192440003,0.13210868703542383
GCN,71,stroma,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.13750957963488433,0.1496600854379877,0.13210868703542383
GCN,71,stroma,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.1414244079224316,0.15543615877345135,0.13210868703542383
GCN,71,stroma,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.12425427365083988,0.14959431552326352,0.1343552139153723
GCN,71,stroma,1,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.1569720509409125,0.1505110233337223,0.1343552139153723
GCN,71,stroma,2,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.15149097867920475,0.14747415094750516,0.1343552139153723
GCN,71,stroma,0,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.0304609314183413,0.12785103688626095,0.05419222413488914
GCN,71,stroma,1,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.06689958088921882,0.14300244160434133,0.05419222413488914
GCN,71,stroma,2,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.08115404213566599,0.09554796851102787,0.05419222413488914
GCN,71,stroma,0,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.06433852571211401,0.05504793785344933,0.05807617675859528
GCN,71,stroma,1,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.05359208573065754,0.0613372021409063,0.05807617675859528
GCN,71,stroma,2,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.06652795287015462,0.05904126932785619,0.05807617675859528
GCN,71,stroma,0,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.09391180960580993,0.08174470637271289,0.07509517365036285
GCN,71,stroma,1,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.08056063876013625,0.07625909605728748,0.07509517365036285
GCN,71,stroma,2,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.07362066054156616,0.07061981772853435,0.07509517365036285
GCN,71,lymphocytic_infiltrate,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.10856994225805841,0.07294715874814132,0.02804965705300753
GCN,71,lymphocytic_infiltrate,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.03303879907729517,0.019133377362969002,0.02804965705300753
GCN,71,lymphocytic_infiltrate,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.004976812936303756,0.003955815154370662,0.02804965705300753
GCN,71,lymphocytic_infiltrate,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.15002748395423743,0.137666125958468,0.03371289920742107
GCN,71,lymphocytic_infiltrate,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.017072042262587024,0.01724497205727301,0.03371289920742107
GCN,71,lymphocytic_infiltrate,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.028419989902716235,0.024121907415552448,0.03371289920742107
GCN,71,lymphocytic_infiltrate,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.07641041421643308,0.07217946628249708,0.042042623833166426
GCN,71,lymphocytic_infiltrate,1,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08685633453582849,0.08384853117496094,0.042042623833166426
GCN,71,lymphocytic_infiltrate,2,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.11624683014834727,0.09945765340478041,0.042042623833166426
GCN,71,lymphocytic_infiltrate,0,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.3595697690177091,0.4244086200892102,0.4882590158420743
GCN,71,lymphocytic_infiltrate,1,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.33200611525013496,0.39136102865747285,0.4882590158420743
GCN,71,lymphocytic_infiltrate,2,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.3682985201295001,0.41664861609353976,0.4882590158420743
GCN,71,lymphocytic_infiltrate,0,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.022104387048394347,0.006213105026491123,0.02729143654427445
GCN,71,lymphocytic_infiltrate,1,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.035081031154275,0.012862488973889294,0.02729143654427445
GCN,71,lymphocytic_infiltrate,2,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.009797206973209297,0.006498992329043788,0.02729143654427445
GCN,71,lymphocytic_infiltrate,0,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.03628565238264582,0.02163270538935992,0.027979303513494418
GCN,71,lymphocytic_infiltrate,1,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.008139253607639842,0.00943273380030565,0.027979303513494418
GCN,71,lymphocytic_infiltrate,2,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.04298839929875245,0.04829885097966607,0.027979303513494418
GraphSAGE,11,tumor,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.018526803636045138,0.07263357657075512,0.09725998586063433
GraphSAGE,11,tumor,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.06218592908229883,0.09104487697053135,0.09725998586063433
GraphSAGE,11,tumor,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.057588361040824355,0.10916815017464418,0.09725998586063433
GraphSAGE,11,tumor,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.3754067132435744,0.1532909959409115,0.15982872583559835
GraphSAGE,11,tumor,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.07282787022283824,0.15198860339847103,0.15982872583559835
GraphSAGE,11,tumor,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.18610982633143475,0.17344946745545117,0.15982872583559835
GraphSAGE,11,tumor,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08070879476184403,0.11753730768204285,0.11802829001032702
GraphSAGE,11,tumor,1,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.09022286280225164,0.11005159661365743,0.11802829001032702
GraphSAGE,11,tumor,2,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.11549946231844246,0.11012124328868035,0.11802829001032702
GraphSAGE,11,tumor,0,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.071812076661122,0.15109608567451038,0.19809875512854108
GraphSAGE,11,tumor,1,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.09922893694503583,0.14280832169296898,0.19809875512854108
GraphSAGE,11,tumor,2,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.1185885146138307,0.13963465895663751,0.19809875512854108
GraphSAGE,11,tumor,0,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.059648761962046354,0.08669899105398601,0.1309861045051193
GraphSAGE,11,tumor,1,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.13366331502631512,0.11614449222288316,0.1309861045051193
GraphSAGE,11,tumor,2,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.25994597630023003,0.11503004250512391,0.1309861045051193
GraphSAGE,11,tumor,0,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.1077363715931949,0.14224583368452962,0.10101429419035475
GraphSAGE,11,tumor,1,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.08804541923258753,0.17775273850110482,0.10101429419035475
GraphSAGE,11,tumor,2,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.10271185899549509,0.1701652715734062,0.10101429419035475
GraphSAGE,11,stroma,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08749728014846542,0.028638559760889998,0.036240552967178735
GraphSAGE,11,stroma,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.0482620901126583,0.030972997320299463,0.036240552967178735
GraphSAGE,11,stroma,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.04427523405062598,0.027481267634895317,0.036240552967178735
GraphSAGE,11,stroma,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.18738358711685543,0.35898045641341453,0.13210868703542383
GraphSAGE,11,stroma,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.3052727353506558,0.22469789362960974,0.13210868703542383
GraphSAGE,11,stroma,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.14169237722176645,0.14151393435329876,0.13210868703542383
GraphSAGE,11,stroma,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.12425427365083988,0.14875409624656177,0.1343552139153723
GraphSAGE,11,stroma,1,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.14937305471122575,0.15843763614528011,0.1343552139153723
GraphSAGE,11,stroma,2,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.14980612347871236,0.1543565318292077,0.1343552139153723
GraphSAGE,11,stroma,0,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.0304609314183413,0.09297829026904783,0.05419222413488914
GraphSAGE,11,stroma,1,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.047357766054995656,0.10763994086614444,0.05419222413488914
GraphSAGE,11,stroma,2,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.06758786418925677,0.08658778469463471,0.05419222413488914
GraphSAGE,11,stroma,0,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.06433852571211401,0.0575746473712064,0.05807617675859528
GraphSAGE,11,stroma,1,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.06731620459678567,0.06669511902929516,0.05807617675859528
GraphSAGE,11,stroma,2,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.06189825836180212,0.06349638234095062,0.05807617675859528
GraphSAGE,11,stroma,0,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.09391180960580993,0.07988532405182878,0.07509517365036285
GraphSAGE,11,stroma,1,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.09780083047458171,0.08513788886613904,0.07509517365036285
GraphSAGE,11,stroma,2,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.09729303659556653,0.0849530406657591,0.07509517365036285
GraphSAGE,11,lymphocytic_infiltrate,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.10856994225805841,0.07250482019601288,0.02804965705300753
GraphSAGE,11,lymphocytic_infiltrate,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.03169645500618374,0.01955053961195831,0.02804965705300753
GraphSAGE,11,lymphocytic_infiltrate,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.061851171583135786,0.047690258731581836,0.02804965705300753
GraphSAGE,11,lymphocytic_infiltrate,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.15002748395423743,0.1321536482095876,0.03371289920742107
GraphSAGE,11,lymphocytic_infiltrate,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.013541883903813242,0.022687832427735803,0.03371289920742107
GraphSAGE,11,lymphocytic_infiltrate,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08343035070696107,0.05705013197776063,0.03371289920742107
GraphSAGE,11,lymphocytic_infiltrate,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.07641041421643308,0.07112698285899322,0.042042623833166426
GraphSAGE,11,lymphocytic_infiltrate,1,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08601630683826061,0.08496177831587493,0.042042623833166426
GraphSAGE,11,lymphocytic_infiltrate,2,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.14891405444411426,0.14975951298013174,0.042042623833166426
GraphSAGE,11,lymphocytic_infiltrate,0,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.3595697690177091,0.44940804530196565,0.4882590158420743
GraphSAGE,11,lymphocytic_infiltrate,1,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.3334418497152497,0.40315577741555775,0.4882590158420743
GraphSAGE,11,lymphocytic_infiltrate,2,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.38230853761109906,0.4304285600245187,0.4882590158420743
GraphSAGE,11,lymphocytic_infiltrate,0,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.022104387048394347,0.00604903273119122,0.02729143654427445
GraphSAGE,11,lymphocytic_infiltrate,1,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.018235807467866984,0.007931045167835512,0.02729143654427445
GraphSAGE,11,lymphocytic_infiltrate,2,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.004200351553200041,0.00643150288030602,0.02729143654427445
GraphSAGE,11,lymphocytic_infiltrate,0,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.03628565238264582,0.022717895485499448,0.027979303513494418
GraphSAGE,11,lymphocytic_infiltrate,1,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.022362041420841125,0.021504489258439008,0.027979303513494418
GraphSAGE,11,lymphocytic_infiltrate,2,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.02254457457600363,0.02316674949232556,0.027979303513494418
GraphSAGE,23,tumor,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.018526803636045138,0.04401293649923074,0.09725998586063433
GraphSAGE,23,tumor,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.07902424363027782,0.07463702346748394,0.09725998586063433
GraphSAGE,23,tumor,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.057224388978085475,0.09707344375346288,0.09725998586063433
GraphSAGE,23,tumor,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.3754067132435744,0.14784886282887183,0.15982872583559835
GraphSAGE,23,tumor,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.5894049109152115,0.16085088794681382,0.15982872583559835
GraphSAGE,23,tumor,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.15874419704268625,0.36083874622938983,0.15982872583559835
GraphSAGE,23,tumor,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08070879476184403,0.10413392617786638,0.11802829001032702
GraphSAGE,23,tumor,1,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08218679173279007,0.09831722802494297,0.11802829001032702
GraphSAGE,23,tumor,2,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.10214721744789185,0.10500113352880222,0.11802829001032702
GraphSAGE,23,tumor,0,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.071812076661122,0.13710679611918047,0.19809875512854108
GraphSAGE,23,tumor,1,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.10348087460959855,0.12881229234681305,0.19809875512854108
GraphSAGE,23,tumor,2,TCGA-A2-A04Q,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04T|TCGA-A2-A0CM,0.13093558563929064,0.14255295128586107,0.19809875512854108
GraphSAGE,23,tumor,0,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.059648761962046354,0.12858929753702433,0.1309861045051193
GraphSAGE,23,tumor,1,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.1181566165834344,0.08249355956307637,0.1309861045051193
GraphSAGE,23,tumor,2,TCGA-A2-A04T,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A0CM,0.24296003969328436,0.09812261731388486,0.1309861045051193
GraphSAGE,23,tumor,0,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.1077363715931949,0.16181047471494409,0.10101429419035475
GraphSAGE,23,tumor,1,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.35008037817259474,0.15938123817240699,0.10101429419035475
GraphSAGE,23,tumor,2,TCGA-A2-A0CM,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T,0.1454904593063861,0.16377708933217458,0.10101429419035475
GraphSAGE,23,stroma,0,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.08749728014846542,0.03837702230114427,0.036240552967178735
GraphSAGE,23,stroma,1,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.0371591559442124,0.029041764987504274,0.036240552967178735
GraphSAGE,23,stroma,2,TCGA-A1-A0SK,TCGA-A1-A0SP|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.045107528333244384,0.031757787916308296,0.036240552967178735
GraphSAGE,23,stroma,0,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.18738358711685543,0.21472949593908466,0.13210868703542383
GraphSAGE,23,stroma,1,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.15111394260654926,0.1306200316606262,0.13210868703542383
GraphSAGE,23,stroma,2,TCGA-A1-A0SP,TCGA-A1-A0SK|TCGA-A2-A04P|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.24356487199714044,0.16775832945704203,0.13210868703542383
GraphSAGE,23,stroma,0,TCGA-A2-A04P,TCGA-A1-A0SK|TCGA-A1-A0SP|TCGA-A2-A04Q|TCGA-A2-A04T|TCGA-A2-A0CM,0.12425427365083988,0.13530397270385638,0.1343552139153723
